,,yoshinari:LFHD,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
927,0,1292.791748,-608.179871,1548.259521,-280.566559,1288.86499,1112.533569,-328.859558,1344.30542,1032.845215,-334.935944,1236.02417,1038.334106,-386.510864,1294.377441,1033.169556,-221.484116,1332.97937,1036.542847,-269.680573,1393.617188,1032.845093
928,0,1307.4198,-608.571533,1546.338257,-280.851929,1288.621216,1112.567505,-329.441742,1343.783081,1032.880249,-334.974304,1235.529419,1038.38623,-386.860626,1293.439697,1033.197754,-222.02771,1333.008057,1036.528076,-270.565918,1393.381104,1032.868652
929,0,1322.052979,-609.289795,1544.397949,-281.237274,1288.374512,1112.561768,-330.125916,1343.26709,1032.882202,-335.080139,1235.004639,1038.366577,-387.358978,1292.670898,1033.131592,-222.584244,1333.060913,1036.534424,-271.509796,1393.15686,1032.854248
930,0,1336.78186,-610.085571,1542.202759,-281.586487,1288.103882,1112.562744,-330.762573,1342.755127,1032.961792,-335.194153,1234.37146,1038.377441,-387.722961,1291.85791,1033.148071,-223.212616,1333.039307,1036.496704,-272.329926,1392.91687,1032.825439
931,0,1351.636353,-611.085022,1539.841919,-281.959747,1287.663086,1112.567139,-331.387573,1342.125732,1033.010864,-335.288635,1233.677124,1038.345947,-388.087402,1290.938354,1033.206543,-223.810516,1332.98877,1036.477539,-273.340759,1392.466797,1032.816895
932,0,1366.674072,-612.160034,1537.289551,-282.401398,1287.305786,1112.582397,-332.101624,1341.411865,1033.006348,-335.421021,1233.007812,1038.362793,-388.483582,1289.977905,1033.182129,-224.486221,1332.852295,1036.439453,-274.348785,1392.077026,1032.77063
933,0,1381.884521,-613.340759,1534.904907,-282.896454,1286.881714,1112.602905,-332.869629,1340.754395,1032.979736,-335.592133,1232.290283,1038.377075,-388.933777,1289.081421,1033.196655,-225.287781,1332.700684,1036.399414,-275.344574,1391.751343,1032.78186
934,0,1397.377808,-614.676636,1532.443604,-283.332336,1286.555054,1112.599243,-333.537445,1340.197388,1032.962891,-335.756287,1231.693604,1038.406006,-389.400299,1288.136353,1033.177002,-225.949402,1332.718018,1036.450806,-276.289795,1391.474609,1032.777832
935,0,1413.118286,-616.025269,1529.861572,-283.640015,1286.288452,1112.61731,-334.209015,1339.576904,1032.957886,-335.819885,1231.157104,1038.440796,-389.782867,1287.318848,1033.300781,-226.578186,1332.699707,1036.488647,-277.196625,1391.24939,1032.817871
936,0,1428.995239,-617.409607,1527.568848,-283.980103,1286.044556,1112.6073,-334.799652,1339.055542,1032.921997,-335.889008,1230.572876,1038.465454,-390.123291,1286.469971,1033.347412,-227.148605,1332.760498,1036.490112,-278.096771,1391.005981,1032.78772
937,0,1445.356323,-618.750244,1525.749634,-284.335297,1285.629395,1112.594482,-335.434052,1338.384399,1032.961182,-335.9953,1229.833618,1038.416504,-390.573303,1285.426392,1033.2771,-227.739685,1332.683228,1036.47876,-278.998474,1390.66626,1032.81189
938,0,1462.057007,-619.94989,1524.328613,-284.777283,1285.177979,1112.592529,-336.171021,1337.647827,1032.975464,-336.178955,1229.114746,1038.327881,-390.999878,1284.501221,1033.286987,-228.462372,1332.542969,1036.516479,-280.052338,1390.293823,1032.84021
939,0,1479.046021,-621.242554,1523.296753,-285.198334,1284.68042,1112.586914,-336.867981,1336.955566,1033.024658,-336.378326,1228.440674,1038.238525,-391.365967,1283.48645,1033.276123,-229.122345,1332.425171,1036.530151,-281.010559,1389.924927,1032.864014
940,0,1496.403198,-622.566101,1523.366943,-285.523499,1284.354004,1112.616455,-337.560822,1336.264893,1033.040649,-336.258514,1228.110107,1038.107056,-391.654419,1282.577881,1033.278198,-229.665573,1332.390137,1036.559448,-281.928864,1389.595581,1032.885254
941,0,1514.010376,-623.804199,1524.054443,-285.816772,1284.059692,1112.631836,-338.09375,1335.784424,1033.063232,-336.256531,1227.608521,1038.151978,-391.895416,1281.79248,1033.386597,-230.229263,1332.4021,1036.5625,-282.781097,1389.320801,1032.9021
942,0,1531.902954,-625.013733,1525.257568,-286.166382,1283.859375,1112.625732,-338.684265,1335.304077,1033.011353,-336.259308,1227.141602,1038.195312,-392.177917,1281.069214,1033.363403,-230.793137,1332.46106,1036.535278,-283.653931,1389.164917,1032.887695
943,0,1549.385254,-626.462769,1526.649414,-286.535614,1283.529419,1112.616211,-339.216736,1334.858521,1032.997437,-336.321777,1226.568726,1038.210083,-392.623596,1280.195679,1033.323853,-231.385742,1332.426758,1036.53772,-284.526123,1388.811035,1032.928345
944,0,1566.591919,-628.205444,1528.453369,-286.963867,1283.213867,1112.603882,-340.005951,1334.0448,1032.986816,-336.483307,1225.980103,1038.158081,-393.080322,1279.225464,1033.281494,-232.064957,1332.358765,1036.53894,-285.500244,1388.452515,1032.926636
945,0,1583.385254,-629.957092,1530.512207,-287.392303,1282.860107,1112.608887,-340.656708,1333.45874,1032.982788,-336.561371,1225.352539,1038.176514,-393.529633,1278.138306,1033.234375,-232.722931,1332.323486,1036.553467,-286.485718,1388.080811,1032.913086
946,0,1599.765137,-631.801331,1532.841797,-287.797974,1282.53894,1112.63855,-341.35257,1332.817993,1032.982544,-336.637207,1224.714844,1038.180176,-393.848083,1277.280029,1033.365601,-233.435684,1332.250366,1036.591797,-287.465332,1387.695923,1032.915283
947,0,1615.917969,-633.644287,1535.24292,-288.179291,1282.199341,1112.667236,-342.027924,1332.205811,1033.059448,-336.687805,1224.066528,1038.184082,-394.23114,1276.400269,1033.433594,-234.08847,1332.180542,1036.605957,-288.393463,1387.317505,1032.934326
948,0,1631.443115,-635.669312,1537.708862,-288.538025,1281.847778,1112.646606,-342.670715,1331.628174,1033.052612,-336.771271,1223.479248,1038.216309,-394.561127,1275.453613,1033.388184,-234.716858,1332.110107,1036.596924,-289.283203,1386.945923,1032.961426
949,0,1646.756104,-637.571289,1540.005249,-288.859222,1281.475586,1112.613037,-343.239136,1330.974121,1032.995972,-336.797699,1222.815796,1038.208008,-394.834839,1274.550415,1033.33606,-235.349579,1332.016479,1036.549072,-290.129181,1386.543335,1032.988647
950,0,1661.64563,-639.643738,1542.080566,-289.151154,1281.099854,1112.630981,-343.865997,1330.19397,1033.017578,-336.793701,1222.185791,1038.192505,-395.048462,1273.643555,1033.384033,-235.904938,1331.931885,1036.539917,-290.976807,1386.15564,1032.989502
951,0,1676.509766,-641.606812,1543.651001,-289.400085,1280.652954,1112.637573,-344.408264,1329.446899,1033.104614,-336.763947,1221.579346,1038.219604,-395.28183,1272.723877,1033.437866,-236.469482,1331.852661,1036.529053,-291.810974,1385.841675,1033.035156
952,0,1691.086426,-643.398865,1544.735352,-289.721558,1280.214722,1112.687012,-344.967407,1328.75354,1033.152588,-336.785767,1220.886963,1038.296387,-395.599426,1271.661499,1033.471436,-237.105362,1331.730591,1036.52832,-292.727448,1385.437378,1033.043701
953,0,1705.254883,-645.309631,1545.247803,-290.134338,1279.783081,1112.703735,-345.631287,1328.149536,1033.298462,-336.880707,1220.286865,1038.314697,-396.009125,1270.658691,1033.503662,-237.817673,1331.65625,1036.541382,-293.78125,1385.025391,1033.039917
954,0,1719.109253,-647.248108,1545.285278,-290.695374,1279.436646,1112.702148,-346.456818,1327.523193,1033.26416,-337.029266,1219.663208,1038.28772,-396.469971,1269.636597,1033.439087,-238.623444,1331.57605,1036.558594,-294.922119,1384.599243,1032.994019
955,0,1732.977051,-649.049805,1544.697754,-291.125977,1279.066772,1112.643433,-347.112488,1326.854492,1033.144287,-337.127441,1219.027588,1038.23938,-396.825073,1268.742798,1033.459473,-239.366577,1331.490845,1036.544312,-295.912628,1384.194946,1032.956909
956,0,1746.80896,-650.778076,1543.713623,-291.486664,1278.751953,1112.647949,-347.765259,1326.063477,1033.113403,-337.139984,1218.358032,1038.258423,-397.119812,1267.790649,1033.485352,-239.870514,1331.404663,1036.671265,-297.049133,1383.802368,1032.930054
957,0,1760.802979,-652.454285,1542.471313,-291.785278,1278.384277,1112.655396,-348.335449,1325.334961,1033.109985,-337.11908,1217.759888,1038.257324,-397.34198,1266.873657,1033.479248,-240.433731,1331.256226,1036.759644,-297.778778,1383.442017,1032.930908
958,0,1774.689331,-654.050598,1540.837402,-292.045593,1278.016357,1112.668457,-348.857025,1324.624756,1033.1604,-337.051147,1217.125366,1038.307129,-397.517151,1265.886963,1033.568359,-241.017227,1331.142334,1036.762207,-298.655426,1383.026611,1032.963013
959,0,1788.76062,-655.474854,1539.008789,-292.247131,1277.87207,1112.602295,-349.401428,1323.968628,1033.184448,-337.026459,1216.525513,1038.262451,-397.749329,1264.998169,1033.568359,-241.630737,1331.076294,1036.748657,-299.849823,1382.541748,1032.933838
960,0,1802.907349,-656.780273,1536.77356,-292.534607,1277.451782,1112.707397,-349.938934,1323.35022,1033.250366,-337.022461,1215.960083,1038.343628,-398.003632,1264.054443,1033.562744,-242.262589,1330.973999,1036.764648,-300.715515,1382.141235,1032.936157
961,0,1817.206177,-657.901184,1534.640747,-292.8526,1276.866333,1112.765747,-350.510681,1322.668457,1033.268433,-336.97348,1215.331177,1038.340942,-398.253662,1263.009888,1033.604614,-242.830444,1330.799683,1036.769287,-301.562378,1381.664185,1033.027344
962,0,1831.7229,-658.849731,1532.200928,-293.117554,1276.36084,1112.783813,-351.055481,1321.883301,1033.240845,-336.946259,1214.616089,1038.351074,-398.486206,1261.971924,1033.668091,-243.417099,1330.641602,1036.788696,-302.404816,1381.182129,1033.068604
963,0,1846.418457,-659.629333,1529.661621,-293.461548,1275.921875,1112.793701,-351.601135,1321.127319,1033.247559,-336.937042,1213.966187,1038.369507,-398.681091,1260.815796,1033.72876,-244.056427,1330.541992,1036.842529,-303.301666,1380.783813,1033.090088
964,0,1861.237671,-660.172546,1526.979492,-293.812531,1275.580078,1112.810547,-352.198029,1320.440796,1033.241699,-336.924805,1213.38147,1038.353882,-398.984619,1260.098755,1033.639404,-244.671265,1330.471924,1036.813965,-304.183868,1380.40271,1033.107178
965,0,1876.046753,-660.477173,1524.285156,-294.145142,1275.222046,1112.83313,-352.81369,1319.831299,1033.199707,-336.958069,1212.860107,1038.358643,-399.238068,1259.224854,1033.6875,-245.30336,1330.387573,1036.813721,-305.063782,1380.031982,1033.098877
966,0,1891.067993,-660.244507,1521.617798,-294.485565,1274.88623,1112.836304,-353.338318,1319.303955,1033.250488,-336.836121,1212.348145,1038.506958,-399.47998,1258.405151,1033.681274,-245.931351,1330.286865,1036.790527,-305.943207,1379.654785,1033.100586
967,0,1905.957153,-659.891235,1518.786499,-294.885498,1274.554077,1112.851807,-353.961975,1318.678223,1033.188599,-336.980072,1211.709229,1038.482178,-399.764679,1257.549927,1033.637207,-246.530426,1330.152344,1036.818237,-306.859344,1379.26355,1033.048828
968,0,1920.969971,-659.200439,1516.337891,-295.149933,1274.136841,1112.89209,-354.516357,1317.981934,1033.219482,-337.020996,1211.005005,1038.50769,-399.986938,1256.598633,1033.694336,-247.090378,1329.944092,1036.859619,-307.602112,1378.820435,1033.163452
969,0,1935.91748,-658.50885,1513.936646,-295.399139,1273.724121,1112.93103,-354.998016,1317.226196,1033.235596,-336.952667,1210.326172,1038.496338,-400.147064,1255.562988,1033.706543,-247.651276,1329.723755,1036.900269,-308.32724,1378.262207,1033.313721
970,0,1950.869019,-657.463501,1511.879028,-295.625244,1273.349243,1112.955811,-355.434875,1316.479492,1033.305054,-336.866119,1209.679321,1038.525146,-400.274536,1254.616333,1033.703979,-248.228714,1329.524902,1036.862183,-309.100739,1377.77478,1033.312744
971,0,1965.84082,-655.944336,1511.554932,-295.922394,1272.959351,1112.964722,-355.880798,1315.77478,1033.316162,-336.806732,1209.080444,1038.564209,-400.41098,1253.79895,1033.755615,-248.773605,1329.384888,1036.849121,-309.864105,1377.340576,1033.276855
972,0,1980.803467,-653.802124,1511.915649,-296.189423,1272.601074,1112.968506,-356.28479,1315.176758,1033.413818,-336.754639,1208.530396,1038.567505,-400.604889,1252.974487,1033.782349,-249.375824,1329.256104,1036.852905,-310.653015,1376.870728,1033.261597
973,0,1995.910767,-651.621887,1512.83606,-296.450958,1272.219604,1112.987305,-356.85672,1314.45166,1033.50415,-336.751801,1208.010498,1038.601318,-400.934967,1252.035156,1033.749756,-249.934647,1329.154907,1036.905151,-311.42868,1376.441284,1033.309814
974,0,2010.476318,-649.86145,1513.543091,-296.820465,1271.871216,1112.957153,-357.452911,1313.788208,1033.431641,-336.743805,1207.460938,1038.580078,-401.16217,1251.11853,1033.732422,-250.524704,1329.063721,1036.878784,-312.330231,1376.049561,1033.283936
975,0,2024.637939,-648.353516,1514.464111,-297.189941,1271.574707,1112.957642,-358.056152,1313.114746,1033.359131,-336.76709,1206.919922,1038.556763,-401.397675,1250.183716,1033.673706,-251.14978,1329.021729,1036.893921,-313.183136,1375.630249,1033.24231
976,0,2038.916138,-646.582947,1515.300415,-297.38028,1271.157227,1112.96582,-358.540161,1312.384521,1033.37854,-336.673187,1206.299683,1038.587524,-401.524902,1249.381836,1033.734985,-251.688782,1328.881714,1036.903687,-313.986053,1375.138428,1033.293701
977,0,2053.146484,-644.799744,1516.441162,-297.538452,1270.659668,1112.984985,-359.007477,1311.605103,1033.490845,-336.542633,1205.606812,1038.651489,-401.636749,1248.530518,1033.817383,-252.260147,1328.660034,1036.928345,-314.737579,1374.625854,1033.429565
978,0,2067.547363,-642.826233,1517.756836,-297.940704,1270.262085,1112.971436,-359.532379,1310.906006,1033.487427,-336.515198,1204.948486,1038.690186,-401.942871,1247.380859,1033.688232,-252.961212,1328.489014,1036.950073,-315.681427,1374.149658,1033.43811
979,0,2082.251221,-640.810608,1519.206665,-298.357452,1269.885254,1112.959351,-360.122253,1310.158569,1033.458496,-336.532104,1204.338989,1038.7146,-402.109222,1246.436768,1033.650269,-253.621643,1328.263428,1036.900146,-316.713257,1373.586914,1033.339111
980,0,2097.402344,-638.761353,1521.270142,-298.735596,1269.471802,1113.005737,-360.684509,1309.356079,1033.451172,-336.558685,1203.697021,1038.738892,-402.380676,1245.432373,1033.624268,-254.274246,1328.086304,1036.918579,-317.61615,1373.030396,1033.282104
981,0,2112.7146,-636.710083,1523.34314,-298.971466,1269.012085,1112.993774,-361.14624,1308.556274,1033.555664,-336.464142,1203.063721,1038.799316,-402.574341,1244.552002,1033.681152,-254.839005,1327.866089,1036.948853,-318.371307,1372.417358,1033.345093
982,0,2128.368164,-634.930237,1525.860596,-299.163361,1268.600098,1113.004272,-361.551117,1307.819824,1033.589844,-336.338165,1202.439331,1038.783813,-402.679871,1243.502319,1033.744629,-255.329514,1327.717773,1036.886597,-319.041779,1371.980713,1033.35144
983,0,2143.865723,-633.352905,1528.154541,-299.434937,1268.263794,1112.993286,-361.954498,1307.188843,1033.562012,-336.226166,1201.855103,1038.782349,-402.704071,1242.45459,1033.878052,-255.917694,1327.637451,1036.867554,-319.858582,1371.535522,1033.352661
984,0,2159.104492,-632.218262,1530.661865,-299.730316,1267.939697,1112.991089,-362.461761,1306.503662,1033.58252,-336.143311,1201.327515,1038.832153,-402.738037,1241.584106,1033.97876,-256.585358,1327.521851,1036.807251,-320.688049,1371.060425,1033.375732
985,0,2174.163818,-631.324341,1532.696655,-300.08905,1267.530396,1112.989746,-362.963989,1305.822876,1033.602295,-336.078552,1200.721558,1038.816895,-402.873413,1240.764526,1033.92688,-257.229523,1327.357544,1036.846558,-321.497559,1370.53186,1033.371704
986,0,2188.868408,-630.827698,1534.669312,-300.348145,1267.053711,1112.990356,-363.440521,1305.071533,1033.652222,-336.008118,1200.158325,1038.762817,-403.099823,1239.76062,1034.131348,-257.814301,1327.191528,1036.906494,-322.337494,1370.014771,1033.444824
987,0,2203.465088,-630.438477,1536.132935,-300.637299,1266.542847,1113.023926,-363.929474,1304.217651,1033.657227,-335.954926,1199.526978,1038.761108,-403.362518,1238.48291,1034.15271,-258.482361,1326.954346,1036.930542,-323.25,1369.504761,1033.519165
988,0,2217.766602,-630.481934,1537.116211,-300.93927,1266.148804,1113.03479,-364.457489,1303.410156,1033.684204,-335.928528,1198.900391,1038.800049,-403.367584,1237.554199,1034.132568,-259.143066,1326.781982,1036.913208,-324.153046,1368.964478,1033.597534
989,0,2231.934814,-630.616943,1537.60376,-301.172058,1265.748901,1112.99231,-364.91684,1302.626709,1033.739502,-335.882721,1198.251465,1038.820923,-403.308105,1236.727417,1034.102051,-259.76239,1326.579224,1036.989868,-324.955872,1368.450928,1033.705566
990,0,2245.850586,-630.949341,1537.577515,-301.447327,1265.388794,1112.999023,-365.353058,1302.006836,1033.804932,-335.787811,1197.646362,1038.876221,-403.424316,1235.706665,1034.195312,-260.324463,1326.388062,1037.017578,-325.840302,1367.869995,1033.686157
991,0,2259.677002,-631.345032,1537.165649,-301.704193,1264.980835,1113.013184,-365.813446,1301.220947,1033.757202,-335.679749,1197.120728,1038.834229,-403.537262,1234.685913,1034.322754,-260.857391,1326.185303,1037.02002,-326.66394,1367.245117,1033.632324
992,0,2273.574707,-631.788879,1536.429321,-301.898376,1264.862549,1112.830444,-366.360992,1300.240845,1033.883545,-335.462372,1196.825073,1038.59021,-403.696075,1233.560303,1034.371704,-261.442261,1325.990112,1037.02356,-327.459442,1366.666138,1033.652954
993,0,2287.518799,-632.444641,1535.475464,-302.175598,1264.429077,1112.847656,-366.814392,1299.400391,1033.970947,-335.569519,1196.261719,1038.505493,-403.705994,1232.728149,1034.441162,-262.056366,1325.772217,1037.04541,-328.242004,1366.121826,1033.619873
994,0,2301.60376,-633.147278,1534.045532,-302.442596,1263.690063,1113.015137,-367.255188,1298.612549,1033.963135,-335.563049,1195.281494,1038.802734,-403.877869,1231.7771,1034.448242,-262.635895,1325.56604,1037.047852,-329.061951,1365.551514,1033.586304
995,0,2315.819092,-633.964417,1532.409668,-302.731903,1263.159668,1112.99707,-367.762878,1297.78772,1033.865967,-335.532898,1194.595947,1038.847656,-404.017426,1230.6427,1034.496948,-263.240753,1325.280884,1037.071777,-329.899963,1364.922974,1033.617676
996,0,2329.956787,-634.852905,1530.616699,-303.020416,1262.640381,1113.026245,-368.226227,1297.023804,1033.880737,-335.49588,1193.966431,1038.858032,-404.086243,1229.626831,1034.534058,-263.881195,1325.021484,1037.101807,-330.717194,1364.258545,1033.52478
997,0,2344.309326,-635.943726,1528.679321,-303.364288,1262.212891,1113.059326,-368.716064,1296.125366,1033.785889,-335.381104,1193.351807,1038.885864,-404.215424,1228.715088,1034.522217,-264.463867,1324.765259,1037.061523,-331.559082,1363.665527,1033.484253
998,0,2358.611816,-637.349548,1526.730713,-303.639008,1261.870483,1113.022583,-369.185211,1295.315186,1033.755981,-335.385651,1192.801514,1038.934814,-404.333527,1227.780762,1034.514771,-265.125458,1324.497925,1037.05481,-332.423676,1363.153564,1033.502808
999,0,2373.329346,-638.693542,1524.668213,-303.836578,1261.715088,1112.831543,-369.735413,1294.592896,1033.705566,-335.268555,1192.504395,1038.730225,-404.458923,1226.778809,1034.546265,-265.69989,1324.237549,1036.997314,-333.234985,1362.610352,1033.616821
1000,0,2388.379639,-640.299622,1522.693848,-304.220795,1261.336792,1112.842773,-370.165863,1293.811035,1033.753174,-334.932007,1191.646729,1038.91394,-404.517242,1225.902588,1034.592407,-266.23288,1324.011719,1037.00354,-334.011444,1361.947632,1033.53894
1001,0,2403.629883,-641.928772,1520.425293,-304.364197,1260.596069,1113.039917,-370.563538,1292.907959,1033.772949,-334.769287,1190.885254,1038.956787,-404.622314,1224.907959,1034.614258,-266.760406,1323.778687,1037.012329,-334.778687,1361.279053,1033.505249
1002,0,2418.910156,-643.847595,1518.067871,-304.562347,1260.196289,1112.961304,-370.929138,1292.025391,1033.757202,-334.58017,1190.211426,1038.949341,-404.64444,1223.913574,1034.661865,-267.309692,1323.551147,1036.999023,-335.497253,1360.640137,1033.525269
1003,0,2434.06543,-645.837402,1516.110596,-304.857727,1259.66333,1113.031982,-371.352264,1291.265015,1033.711182,-334.405945,1189.66626,1038.865234,-404.547302,1222.589233,1034.658203,-267.886688,1323.30603,1036.970215,-336.252747,1360.160156,1033.521118
1004,0,2449.394531,-647.697205,1514.920776,-304.877228,1259.315552,1112.93042,-371.726837,1290.551025,1033.819946,-334.22403,1189.173462,1038.820312,-404.524719,1221.791138,1034.55957,-268.411224,1323.093018,1036.953247,-337.053497,1359.56665,1033.536255
1005,0,2465.073242,-649.191528,1514.416382,-305.19223,1258.867676,1113.004761,-372.11618,1289.8573,1033.824097,-334.05661,1188.715454,1038.86145,-404.574097,1220.901978,1034.597534,-268.930023,1322.863403,1037.025024,-337.737579,1359.030884,1033.615112
1006,0,2480.736816,-651.10083,1515.057373,-305.22998,1258.584351,1112.93396,-372.493286,1289.230103,1033.836548,-333.882355,1188.243652,1038.898682,-404.58078,1220.060547,1034.529785,-269.44162,1322.66626,1037.037476,-338.439941,1358.445801,1033.668823
1007,0,2496.894043,-652.766663,1516.09082,-305.437592,1258.172241,1112.973633,-372.868195,1288.473633,1033.795288,-333.737213,1187.669067,1038.988647,-404.584351,1219.174805,1034.561523,-269.960693,1322.467041,1037.017212,-339.191284,1357.862793,1033.65332
1008,0,2513.100098,-654.011536,1517.362915,-305.607574,1257.748047,1112.978271,-373.243408,1287.664795,1033.794434,-333.61499,1187.005859,1039.020752,-404.559479,1218.220947,1034.55188,-270.542389,1322.178345,1037.037354,-339.934998,1357.274048,1033.636963
1009,0,2529.039307,-655.298645,1518.795166,-305.790131,1257.236816,1112.973022,-373.566772,1286.831665,1033.814819,-333.477112,1186.413086,1038.946899,-404.588104,1217.248901,1034.536133,-271.094788,1321.870605,1037.055664,-340.682007,1356.638916,1033.685425
1010,0,2544.493652,-656.87738,1520.136841,-306.068542,1256.747314,1112.967896,-373.943787,1286.056274,1033.878296,-333.366394,1185.763428,1038.936646,-404.62384,1216.30249,1034.526367,-271.684601,1321.552734,1037.028687,-341.431122,1355.98999,1033.737061
1011,0,2559.518066,-658.537231,1521.637573,-306.328766,1256.294678,1112.955688,-374.36972,1285.346558,1034.06189,-333.22345,1185.140015,1038.874512,-404.673218,1215.283691,1034.561768,-272.249664,1321.278076,1037.044678,-342.154602,1355.342773,1033.798218
1012,0,2574.133789,-660.048462,1523.094116,-306.43576,1255.814453,1113.001465,-374.736084,1284.528076,1034.165039,-333.018372,1184.517944,1038.897827,-404.637451,1214.327637,1034.679932,-272.759888,1321.020508,1037.141968,-342.956757,1354.618408,1033.852539
1013,0,2588.67041,-660.753784,1524.166016,-306.682281,1255.356567,1112.998047,-375.078522,1283.673828,1034.106445,-332.886017,1183.953857,1038.885864,-404.624023,1213.500122,1034.771851,-273.322021,1320.833984,1037.169556,-343.681,1354.057373,1033.888672
1014,0,2602.913574,-661.289917,1525.1604,-306.984344,1254.943359,1113.02002,-375.412201,1282.917358,1034.086426,-332.744965,1183.409302,1038.891479,-404.594604,1212.574585,1034.689209,-273.926636,1320.606445,1037.131836,-344.389252,1353.490723,1033.761353
1015,0,2616.906494,-661.552734,1526.2229,-307.3396,1254.537598,1113.018677,-375.816254,1282.18042,1034.090942,-332.645752,1182.907837,1038.887207,-404.609619,1211.563843,1034.640015,-274.570648,1320.398071,1037.124756,-345.137299,1352.85791,1033.702026
1016,0,2630.645752,-661.516968,1527.431519,-307.557007,1254.088623,1113.080322,-376.114929,1281.467896,1034.155029,-332.397797,1182.307007,1038.940674,-404.445526,1210.485718,1034.594971,-275.136505,1320.11145,1037.162598,-345.772888,1352.207275,1033.749878
1017,0,2644.170654,-660.615295,1527.854736,-307.817871,1253.579712,1113.157715,-376.46582,1280.599976,1034.231812,-332.179596,1181.723877,1038.951538,-404.324463,1209.538452,1034.700439,-275.754181,1319.767944,1037.222046,-346.412903,1351.466064,1033.836426
1018,0,2657.334961,-660.272034,1528.784302,-308.13382,1253.12793,1113.139526,-376.835297,1279.755615,1034.269409,-332.045563,1181.145508,1038.979126,-404.444611,1208.629395,1034.730103,-276.468872,1319.489746,1037.260376,-347.169037,1350.765991,1033.84021
1019,0,2670.465088,-658.852417,1528.580078,-308.552216,1252.701782,1113.111084,-377.267822,1278.929443,1034.099487,-331.975189,1180.614258,1038.947754,-404.571411,1207.548462,1034.687378,-277.15686,1319.221802,1037.229736,-347.957184,1350.156128,1033.740356
1020,0,2683.335449,-657.703674,1528.509888,-308.78775,1252.279053,1113.125122,-377.625763,1278.130737,1034.018677,-331.861084,1180.016846,1038.969971,-404.614746,1206.549561,1034.792603,-277.759979,1318.99231,1037.189087,-348.8367,1349.577148,1033.778687
1021,0,2695.947998,-656.570984,1528.178101,-308.831451,1251.822876,1113.155762,-377.967194,1277.31311,1034.045044,-331.582825,1179.359985,1039.015869,-404.570953,1205.640747,1034.880493,-278.24118,1318.731934,1037.181396,-349.434784,1348.870605,1033.759888
1022,0,2708.467529,-655.670776,1527.708618,-308.792328,1251.308105,1113.165649,-378.232147,1276.521729,1034.05603,-331.305328,1178.804688,1039.021606,-404.460388,1204.811768,1035.010864,-278.699188,1318.431396,1037.181519,-350.027527,1348.276489,1033.866577
1023,0,2721.010254,-654.331177,1526.787842,-308.907745,1250.862915,1113.127563,-378.478058,1275.694092,1034.098511,-331.104126,1178.206299,1039.031494,-404.491852,1203.850464,1034.935669,-279.188507,1318.134766,1037.155762,-350.744293,1347.597778,1033.886353
1024,0,2733.633789,-653.769287,1526.171387,-309.082306,1250.414673,1113.102539,-378.784454,1274.840698,1034.07959,-330.943756,1177.636475,1039.04248,-404.274139,1202.800171,1034.916626,-279.776276,1317.823853,1037.144165,-351.486603,1346.963989,1033.848877
1025,0,2749.132812,-654.941101,1526.564697,-309.174286,1249.952026,1113.133789,-378.839417,1273.912842,1034.144165,-330.741547,1177.088013,1039.102539,-404.083984,1201.759277,1034.980713,-280.299622,1317.486694,1037.166382,-352.133698,1346.33252,1033.951782
1026,0,2757.148926,-651.963318,1524.033447,-309.320343,1249.456177,1113.147217,-379.184296,1273.146484,1034.116333,-330.557983,1176.470581,1039.03064,-404.044464,1200.855469,1034.975098,-280.873383,1317.130493,1037.185913,-352.861023,1345.598877,1034.0271
1027,0,2775.421387,-652.214478,1523.992188,-309.548462,1248.979004,1113.126343,-379.688538,1272.269531,1034.056519,-330.430176,1175.902222,1038.994263,-404.038208,1199.833496,1034.912842,-281.425385,1316.825195,1037.149048,-353.632568,1344.836304,1034.021484
1028,0,2786.292969,-649.291382,1524.091187,-309.836884,1248.57605,1113.094604,-380.039368,1271.453491,1033.961182,-330.307495,1175.299927,1039.011719,-404.047028,1198.891724,1034.849365,-282.100067,1316.548828,1037.086304,-354.353027,1344.189453,1033.977295
1029,0,2801.535645,-648.365479,1519.886719,-310.031982,1248.203369,1113.07019,-380.375519,1270.725952,1033.944092,-330.098907,1174.758423,1039.073486,-404.043152,1198.030396,1034.872925,-282.583435,1316.290161,1037.104858,-355.004761,1343.549805,1033.962402
1030,0,2810.745117,-643.851807,1521.648438,-310.153046,1247.775757,1113.130981,-380.609344,1269.90564,1034.019287,-329.874725,1174.272827,1039.125854,-403.936401,1197.121582,1034.971191,-283.025879,1316.006104,1037.144287,-355.599945,1342.908447,1034.030762
1031,0,2823.149902,-641.502014,1518.457397,-310.312622,1247.321167,1113.138428,-380.874268,1269.094971,1034.009155,-329.722015,1173.75293,1039.138794,-403.890442,1196.188843,1035.009155,-283.594757,1315.640503,1037.17688,-356.34549,1342.234741,1034.069092
