,sim_paths,exp_time,last_x,odom_paths,skeleton_paths
107,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_161713_11_08_00_fukui\20231022_161715_od.csv,59,0.0004117510440834193,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_08_00__2023-10-22-17-17-11.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_10_00__2023-10-22-16-38-30_skeleton.mp4
108,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_161731_11_08_01_fukui\20231022_161733_od.csv,2715,0.13036612591035776,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_09_00__2023-10-22-17-19-34.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_00_00__2023-10-22-16-41-17_skeleton.mp4
109,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_162008_11_08_02_fukui\20231022_162011_od.csv,3239,7.241614895377382,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_10_00__2023-10-22-17-22-57.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_01_00__2023-10-22-16-44-49_skeleton.mp4
110,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_162239_11_09_00_fukui\20231022_162242_od.csv,3970,7.5353062731919085,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_00_00__2023-10-23-13-32-00.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_02_00__2023-10-22-16-48-05_skeleton.mp4
111,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_162613_11_10_00_fukui\20231022_162616_od.csv,3462,7.198657659662904,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_01_00__2023-10-23-13-35-05.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_03_00__2023-10-22-16-51-51_skeleton.mp4
112,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_163838_12_00_00_fukui\20231022_163841_od.csv,3482,7.331640949087346,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_02_01__2023-10-23-13-39-10.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_04_02__2023-10-22-17-02-04_skeleton.mp4
113,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_164123_12_01_00_fukui\20231022_164125_od.csv,3885,7.342358911316474,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_03_00__2023-10-23-13-42-33.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_05_00__2023-10-22-17-06-21_skeleton.mp4
114,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_164457_12_02_00_fukui\20231022_164459_od.csv,3502,7.354733624824787,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_04_00__2023-10-23-13-45-58.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_06_00__2023-10-22-17-09-24_skeleton.mp4
115,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_164813_12_03_00_fukui\20231022_164816_od.csv,3561,6.582277829460615,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_05_00__2023-10-23-13-48-48.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_07_00__2023-10-22-17-12-55_skeleton.mp4
116,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_165159_12_04_00_fukui\20231022_165202_od.csv,3491,2.6709645334471315,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_06_00__2023-10-23-13-52-13.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_08_00__2023-10-22-17-17-11_skeleton.mp4
117,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_170212_12_04_02_yoshinari\20231022_170215_od.csv,3324,7.36410065383603,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_07_00__2023-10-23-13-56-06.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_09_00__2023-10-22-17-19-34_skeleton.mp4
118,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_170629_12_05_00_yoshinari\20231022_170631_od.csv,3937,7.242395653032671,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_08_00__2023-10-23-13-59-01.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_10_00__2023-10-22-17-22-57_skeleton.mp4
119,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_170932_12_06_00_yoshinari\20231022_170935_od.csv,3065,7.339342337354307,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_09_01__2023-10-23-14-03-26.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\12_11_00__2023-10-22-17-29-31_skeleton.mp4
120,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_171303_12_07_00_yoshinari\20231022_171305_od.csv,3976,7.366646057105012,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_10_00__2023-10-23-14-06-42.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_00_00__2023-10-23-13-32-00_skeleton.mp4
121,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_171719_12_08_00_yoshinari\20231022_171722_od.csv,2966,7.317099178143976,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_00_00__2023-10-23-14-25-39.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_02_01__2023-10-23-13-39-10_skeleton.mp4
122,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_171942_12_09_00_yoshinari\20231022_171944_od.csv,3090,7.30711877423809,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_01_00__2023-10-23-14-28-21.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_03_00__2023-10-23-13-42-33_skeleton.mp4
123,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_172304_12_10_00_yoshinari\20231022_172307_od.csv,3462,7.244140516349219,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_02_00__2023-10-23-14-31-19.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_04_00__2023-10-23-13-45-58_skeleton.mp4
124,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_172939_12_11_00_yoshinari\20231022_172942_od.csv,3991,7.260581635251323,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_03_00__2023-10-23-14-34-11.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_05_00__2023-10-23-13-48-48_skeleton.mp4
125,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_133218_13_00_00_konishi\20231023_133221_od.csv,3304,7.349133475036391,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_04_00__2023-10-23-14-38-12.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_06_00__2023-10-23-13-52-13_skeleton.mp4
126,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_133508_13_01_00_konishi\20231023_133511_od.csv,3088,7.338543087699378,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_05_00__2023-10-23-14-42-54.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_07_00__2023-10-23-13-56-06_skeleton.mp4
127,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_133752_13_02_00_konishi\20231023_133754_od.csv,673,-0.0003669105241828133,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_06_00__2023-10-23-14-46-19.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_08_00__2023-10-23-13-59-01_skeleton.mp4
128,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_133916_13_02_01_konishi\20231023_133919_od.csv,3503,7.45796404023477,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_07_00__2023-10-23-14-49-07.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_09_01__2023-10-23-14-03-26_skeleton.mp4
129,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_134237_13_03_00_konishi\20231023_134240_od.csv,3315,7.320621587420341,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_08_00__2023-10-23-14-53-15.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\13_10_00__2023-10-23-14-06-42_skeleton.mp4
130,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_134600_13_04_00_konishi\20231023_134603_od.csv,3318,7.394827022780378,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_09_00__2023-10-23-14-56-47.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_00_00__2023-10-23-14-25-39_skeleton.mp4
131,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_134856_13_05_00_konishi\20231023_134858_od.csv,4123,7.2216370074521885,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_10_00__2023-10-23-14-59-54.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_01_00__2023-10-23-14-28-21_skeleton.mp4
132,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_135217_13_06_00_konishi\20231023_135219_od.csv,3922,7.540973561717294,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_00_05__2023-10-23-15-33-19.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_02_00__2023-10-23-14-31-19_skeleton.mp4
133,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_135610_13_07_00_konishi\20231023_135613_od.csv,3597,7.307617935264617,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_01_00__2023-10-23-15-35-51.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_03_00__2023-10-23-14-34-11_skeleton.mp4
134,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_135903_13_08_00_konishi\20231023_135905_od.csv,3623,7.303061459198188,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_02_01__2023-10-23-15-39-21.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_04_00__2023-10-23-14-38-12_skeleton.mp4
135,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_140150_13_09_00_konishi\20231023_140153_od.csv,1197,0.21470788226716944,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_03_00__2023-10-23-15-42-36.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_05_00__2023-10-23-14-42-54_skeleton.mp4
136,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_140330_13_09_01_konishi\20231023_140333_od.csv,3885,7.351096933296049,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_04_00__2023-10-23-15-44-41.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_06_00__2023-10-23-14-46-19_skeleton.mp4
137,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_140646_13_10_00_konishi\20231023_140650_od.csv,3648,7.4355030978650705,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_05_01__2023-10-23-15-50-41.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_07_00__2023-10-23-14-49-07_skeleton.mp4
138,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_142547_14_00_00_suzuki\20231023_142550_od.csv,3115,7.33959966193403,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_06_00__2023-10-23-15-53-23.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_08_00__2023-10-23-14-53-15_skeleton.mp4
139,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_142829_14_01_00_suzuki\20231023_142832_od.csv,3183,7.354092911113968,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_07_00__2023-10-23-15-55-47.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_09_00__2023-10-23-14-56-47_skeleton.mp4
140,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_143123_14_02_00_suzuki\20231023_143126_od.csv,3276,7.333791608733139,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_08_00__2023-10-23-15-58-36.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\14_10_00__2023-10-23-14-59-54_skeleton.mp4
141,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_143415_14_03_00_suzuki\20231023_143417_od.csv,4076,4.561756296620437,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_09_01__2023-10-23-16-08-04.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_00_05__2023-10-23-15-33-19_skeleton.mp4
142,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_143816_14_04_00_suzuki\20231023_143819_od.csv,3396,7.325054189312642,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_10_02__2023-10-23-16-17-51.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_01_00__2023-10-23-15-35-51_skeleton.mp4
143,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_144258_14_05_00_suzuki\20231023_144301_od.csv,3133,7.364119325531133,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_00_00_2023-10-23-16-30-13.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_02_01__2023-10-23-15-39-21_skeleton.mp4
144,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_144626_14_06_00_suzuki\20231023_144629_od.csv,3237,7.327064492583308,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_01_00_2023-10-23-16-33-22.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_03_00__2023-10-23-15-42-36_skeleton.mp4
145,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_144909_14_07_00_suzuki\20231023_144912_od.csv,3207,7.328775800204803,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_02_00_2023-10-23-16-37-12.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_04_00__2023-10-23-15-44-41_skeleton.mp4
146,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_145319_14_08_00_suzuki\20231023_145321_od.csv,3646,7.344082641026165,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_03_00_2023-10-23-16-39-41.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_05_01__2023-10-23-15-50-41_skeleton.mp4
147,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_145649_14_09_00_suzuki\20231023_145652_od.csv,3470,7.429182373481856,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_04_00_2023-10-23-16-43-00.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_06_00__2023-10-23-15-53-23_skeleton.mp4
148,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_150000_14_10_00_suzuki\20231023_150002_od.csv,3256,7.34079092483592,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_05_00_2023-10-23-16-52-57.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_07_00__2023-10-23-15-55-47_skeleton.mp4
149,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_151134_15_00_00_ohshima2\20231023_151137_od.csv,1537,0.0026867143740997553,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_07_00_2023-10-23-16-59-45.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_08_00__2023-10-23-15-58-36_skeleton.mp4
150,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_151327_15_00_01_ohshima2\20231023_151330_od.csv,2440,0.29281101780737434,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_08_01_2023-10-23-17-04-29.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_09_01__2023-10-23-16-08-04_skeleton.mp4
151,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_151726_15_00_02_ohshima2\20231023_151729_od.csv,4428,0.001234640483265594,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_09_00_2023-10-23-17-07-55.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\15_10_02__2023-10-23-16-17-51_skeleton.mp4
152,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_152039_15_00_02_ohshima2\20231023_152042_od.csv,1156,1.5895399102377152,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_10_00_2023-10-23-17-11-00.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_00_00_2023-10-23-16-30-13_skeleton.mp4
153,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_152305_15_00_02_ohshima2\20231023_152308_od.csv,2973,3.5437717276444705,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_01_00_2023-10-23-16-33-22_skeleton.mp4
154,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_152529_15_00_04_ohshima2\20231023_152531_od.csv,1940,-0.00047693662354669465,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_02_00_2023-10-23-16-37-12_skeleton.mp4
155,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_153319_15_00_05_ohshima2\20231023_153322_od.csv,3121,7.351593849149696,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_03_00_2023-10-23-16-39-41_skeleton.mp4
156,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_153554_15_01_00_ohshima2\20231023_153556_od.csv,3888,7.2413082136231965,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_04_00_2023-10-23-16-43-00_skeleton.mp4
157,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_153830_15_02_00_ohshima2\20231023_153833_od.csv,218,7.180026424215148,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_05_00_2023-10-23-16-52-57_skeleton.mp4
158,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_153926_15_02_01_ohshima2\20231023_153928_od.csv,3744,7.274373007987571,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_06_00_2023-10-23-16-57-20_skeleton.mp4
159,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_154241_15_03_00_ohshima2\20231023_154244_od.csv,3086,7.3465893296993965,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_07_00_2023-10-23-16-59-45_skeleton.mp4
160,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_154456_15_04_00_ohshima2\20231023_154459_od.csv,3321,7.567392569913288,,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\16_08_01_2023-10-23-17-04-29_skeleton.mp4
161,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_154743_15_05_00_ohshima2\20231023_154746_od.csv,2842,2.795975058313114,,
162,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_155043_15_05_01_ohshima2\20231023_155045_od.csv,3537,7.262225043227297,,
163,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_155324_15_06_00_ohshima2\20231023_155327_od.csv,3375,7.260604690428589,,
164,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_155550_15_07_00_ohshima2\20231023_155552_od.csv,3371,7.405475531983858,,
165,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_155842_15_08_00_ohshima2\20231023_155845_od.csv,3156,7.277156121020349,,
166,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_160804_15_09_01_ohshima2\20231023_160807_od.csv,3544,7.359928526107974,,
167,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_161135_15_10_00_ohshima2\20231023_161138_od.csv,3074,4.093095097436724,,
168,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_161437_15_10_01_ohshima2\20231023_161439_od.csv,404,-0.0008670152503229,,
169,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_161757_15_10_02_ohshima2\20231023_161800_od.csv,3441,7.116316598992368,,
170,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_163018_16_00_00_ohnishi\20231023_163020_od.csv,3392,7.300284717385427,,
171,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_163326_16_01_00_ohnishi\20231023_163329_od.csv,3586,7.3525809070497585,,
172,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_163716_16_02_00_ohnishi\20231023_163719_od.csv,3385,7.314770613763165,,
173,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231023\20231023_163945_16_03_00_ohnishi\20231023_163947_od.csv,3015,7.369056930667811,,
