,,yoshinari:LFHD,,,yoshinari:RFHD,,,yoshinari:LBHD,,,yoshinari:RBHD,,,yoshinari:C7,,,yoshinari:T10,,,yoshinari:CLAV,,,yoshinari:STRN,,,yoshinari:RBAK,,,yoshinari:LSHO,,,yoshinari:LUPA,,,yoshinari:LELB,,,yoshinari:LFRM,,,yoshinari:LWRA,,,yoshinari:LWRB,,,yoshinari:LFIN,,,yoshinari:RSHO,,,yoshinari:RUPA,,,yoshinari:RELB,,,yoshinari:RFRM,,,yoshinari:RWRA,,,yoshinari:RWRB,,,yoshinari:RFIN,,,yoshinari:LASI,,,yoshinari:RASI,,,yoshinari:LPSI,,,yoshinari:RPSI,,,yoshinari:LTHI,,,yoshinari:LKNE,,,yoshinari:LTIB,,,yoshinari:LANK,,,yoshinari:LHEE,,,yoshinari:LTOE,,,yoshinari:RTHI,,,yoshinari:RKNE,,,yoshinari:RTIB,,,yoshinari:RANK,,,yoshinari:RHEE,,,yoshinari:RTOE,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
590,0,-3045.886719,-648.551453,1599.881104,-2998.755615,-750.792786,1601.606567,,,,,,,,,,,,,-3040.989258,-731.526733,1276.476929,-3022.906982,-735.773438,1114.839966,,,,-3114.947266,-576.774170,1354.929199,-3069.084229,-529.239807,1141.083984,-3104.538086,-486.492188,1042.287354,-3102.213379,-477.223511,980.978821,-3028.405762,-505.184479,812.399231,,,,-3073.392334,-446.934998,739.812256,-3130.860596,-896.242310,1348.969360,-3178.405762,-964.479004,1121.457031,-3176.888428,-983.596375,1042.165039,-3165.978516,-1000.669739,911.140076,-3151.023438,-1002.955322,800.055908,,,,-3206.013916,-1036.487549,747.296326,-3092.850098,-611.958313,930.821838,-3098.504150,-850.374512,946.674683,,,,,,,-3197.885010,-549.761719,810.065125,-3306.532959,-581.397766,487.220001,-3383.372314,-575.213013,401.316650,-3511.459229,-623.161011,198.533783,,,,-3372.084717,-675.919312,147.121216,-3026.935547,-911.635132,651.108276,-2985.206055,-895.915771,539.654297,-2996.257324,-907.934509,344.939758,-2998.591309,-878.673645,201.066879,,,,-2859.240234,-826.016785,164.515717,-137.874527,1258.126953,1112.375122,-73.116707,1292.550293,1032.753174,-177.155487,1321.497314,1037.066772,-109.568153,1359.699097,1032.048462,-106.799294,1189.889771,1037.796875,-37.253521,1224.205566,1034.146484
591,0,-3029.980713,-654.159729,1601.574219,-2978.760986,-757.554993,1602.528687,,,,,,,,,,,,,-3025.333496,-736.778015,1277.259766,-3005.629150,-740.168518,1116.580811,,,,-3095.459717,-582.822754,1356.522461,-3053.293213,-533.278870,1142.014771,-3090.496826,-490.811584,1043.777100,-3087.135498,-481.079346,982.736023,-3014.054443,-507.392883,813.843933,,,,-3059.455811,-449.692383,742.031616,-3113.289307,-901.010681,1350.166992,-3159.877930,-968.560120,1121.497803,-3158.231201,-987.073303,1041.833618,-3148.070557,-1003.601562,910.404541,-3134.374023,-1005.352478,799.394775,,,,-3188.877197,-1038.364136,747.176636,-3074.330322,-615.707275,931.458801,-3080.113281,-854.072510,948.158264,,,,,,,-3181.439941,-553.035034,808.877319,-3286.256836,-584.342102,487.041718,-3365.807617,-575.687134,404.201843,-3509.099365,-622.993103,205.146866,,,,-3371.469238,-675.176147,146.244873,-3011.577637,-915.391846,653.433472,-2971.748047,-898.883606,540.425476,-2982.784424,-910.518066,344.881256,-2999.110840,-878.261597,198.668259,,,,-2857.977051,-824.112488,162.904404,-138.154831,1258.603760,1112.391235,-73.796021,1293.641113,1032.757324,-178.009857,1321.673584,1037.140625,-110.533096,1360.343384,1032.149536,-106.643776,1190.575928,1037.812622,-37.330429,1225.428467,1034.121216
592,0,-3013.385254,-659.881287,1603.835083,-2961.704102,-763.181763,1604.390869,,,,,,,,,,,,,-3007.248047,-742.349182,1279.545410,-2988.577881,-746.117371,1118.064575,,,,-3076.633545,-588.129822,1357.624023,-3037.456543,-537.497375,1144.237793,-3076.600342,-494.639923,1047.044800,-3072.598145,-484.426941,986.586304,-2999.934814,-509.598083,816.780212,,,,-3041.392334,-453.089966,745.741333,-3096.654297,-905.805908,1351.567871,-3142.387695,-972.616028,1122.322266,-3137.983643,-990.575256,1042.618164,-3129.332764,-1006.480591,911.001526,-3115.427002,-1006.714722,799.898376,,,,-3172.030518,-1040.336426,747.839661,-3055.267578,-620.665466,933.147827,-3064.192871,-859.979126,950.490784,,,,,,,-3161.043701,-556.999817,809.413330,-3262.064453,-586.907898,485.863068,-3345.644043,-577.430359,406.527740,,,,,,,-3369.913086,-675.063538,145.972656,-2997.120605,-918.343994,655.340271,-2959.826416,-901.375793,539.888428,-2969.101807,-912.938354,343.604767,-2987.927246,-881.820068,198.391861,,,,-2852.735596,-824.418091,157.087662,-138.371170,1259.176880,1112.353760,-74.173027,1294.378052,1032.734741,-178.628632,1321.934204,1037.107666,-111.364464,1361.062256,1032.168945,-106.449081,1191.364014,1037.812988,-37.404545,1226.606201,1034.046509
593,0,-2996.068359,-665.498413,1606.481079,-2945.137451,-768.585205,1607.789795,,,,,,,,,,,,,-2990.722168,-747.563171,1282.766602,-2971.485352,-751.601990,1121.122192,,,,-3059.662109,-594.168945,1361.947998,-3021.839355,-540.453918,1146.999512,-3061.796387,-499.373810,1050.774292,-3058.910889,-488.895172,990.198364,-2986.847656,-511.938049,820.076172,,,,-3033.163330,-453.265991,749.096497,-3078.625977,-912.354004,1355.007935,-3122.425537,-976.575317,1123.976562,-3117.836182,-994.308350,1044.519775,-3109.454834,-1009.026306,912.835632,-3096.418945,-1008.072632,801.740601,,,,-3151.570312,-1042.282715,749.473694,-3035.745117,-625.429016,935.370544,-3046.547607,-863.700928,953.950256,,,,,,,-3137.928711,-561.138184,810.918335,-3233.128662,-589.457336,484.243134,-3321.650146,-578.269165,409.157257,-3485.958740,-618.734131,227.498611,,,,-3367.205811,-675.912415,145.421906,-2984.827393,-921.259705,653.790649,-2948.733154,-903.789001,538.710388,-2959.355225,-914.768311,341.492310,-2981.746094,-884.078430,197.217621,,,,-2849.187256,-825.500793,151.164902,-138.566635,1259.744873,1112.303345,-74.621025,1295.324097,1032.659546,-179.240417,1322.229492,1037.072754,-112.311104,1361.717407,1032.069946,-106.225197,1192.090698,1037.758179,-37.436886,1227.658569,1033.963013
594,0,-2978.908447,-671.160461,1610.052979,-2931.269287,-772.558411,1609.972412,,,,,,,,,,,,,-2973.058105,-753.529175,1286.568115,-2953.420410,-756.582764,1125.536865,,,,-3041.504395,-600.071594,1364.952515,-3005.548340,-544.883118,1151.956055,-3041.403076,-503.844452,1055.922241,-3044.635498,-491.940277,995.766663,-2973.036377,-513.692383,824.293579,,,,-3022.504883,-457.665894,753.689453,-3061.887451,-917.837219,1358.593018,-3102.289551,-981.554321,1127.046143,-3098.395264,-997.903198,1047.795410,-3089.036377,-1012.028931,915.510193,-3075.987305,-1010.152466,803.614014,,,,-3130.763916,-1044.187500,751.698669,-3017.856934,-630.406128,939.446594,-3028.062256,-868.372314,956.911133,,,,,,,-3116.451172,-565.582153,811.709778,-3200.551758,-590.625183,482.495178,-3294.271240,-578.863037,411.660217,-3468.038574,-618.173584,239.245270,,,,-3364.957520,-677.294739,145.142883,-2972.497314,-924.106262,652.003845,-2937.486328,-907.088135,536.424255,-2952.109375,-916.665833,339.699646,-2981.568848,-885.297668,195.281113,,,,-2849.083496,-825.730103,149.600296,-138.824295,1260.256226,1112.292603,-75.111351,1296.220337,1032.758423,-179.900528,1322.479736,1037.036987,-113.237022,1362.343384,1032.030396,-106.071762,1192.813721,1037.688599,-37.568966,1228.822388,1033.995361
595,0,-2961.729248,-676.660339,1613.686890,-2909.091309,-779.466675,1613.596069,,,,,,,,,,,,,-2955.965820,-758.583191,1290.573486,-2936.000488,-761.653259,1129.056274,,,,-3024.926758,-606.027344,1369.492554,-2989.792236,-549.343445,1156.742065,-3026.964355,-508.016296,1061.930664,-3030.891113,-496.134399,1000.344971,-2959.769043,-515.902771,829.377380,,,,-3010.420898,-460.243927,757.911133,-3044.631592,-923.207275,1362.105591,-3085.590820,-986.582520,1130.106201,-3077.204590,-1002.093689,1051.028198,-3067.036133,-1015.007874,919.291931,-3054.225342,-1011.414795,806.376282,,,,-3108.465332,-1046.896240,754.062439,-2999.496582,-634.888184,943.712158,-3010.185547,-872.221497,959.665710,,,,,,,-3094.778809,-569.325317,813.058655,-3166.971680,-593.053101,481.164215,-3263.281738,-580.483582,411.900787,-3446.891357,-617.487549,250.797302,,,,-3360.351807,-679.512329,145.399185,-2960.971191,-927.091125,650.633484,-2928.846436,-910.302063,533.223328,-2948.385254,-918.418091,338.239044,-2980.962158,-886.397949,194.511719,,,,-2848.991211,-826.413757,148.728683,-139.112183,1260.749390,1112.292603,-75.626656,1297.182373,1032.729980,-180.627884,1322.691650,1037.045776,-114.109055,1362.964111,1032.048828,-105.970291,1193.468140,1037.655518,-37.706825,1229.921875,1034.041504
596,0,-2944.433594,-682.096924,1616.850830,-2891.184326,-784.563843,1616.184082,,,,,,,,,,,,,-2938.791992,-763.908875,1294.079468,-2919.081299,-765.979553,1132.580933,,,,-3008.791992,-611.887451,1374.263794,-2974.560547,-554.110718,1161.458252,-3017.836914,-512.567261,1066.370239,-3016.463623,-500.265137,1005.766418,-2946.981689,-518.005981,833.863831,,,,-2997.198975,-460.681854,763.382874,-3027.681641,-928.343140,1365.826660,-3066.569824,-990.955505,1132.918701,-3057.029053,-1006.694214,1054.086304,-3045.524414,-1019.004822,921.977051,-3031.395752,-1013.762024,809.299194,,,,-3084.660400,-1049.083008,755.301880,-2983.159180,-639.270142,947.950317,-2994.680664,-876.992981,962.644470,,,,,,,-3074.416260,-572.294739,815.023010,-3132.388428,-595.710632,478.319336,-3227.268555,-582.002441,411.878052,-3418.059814,-615.789124,260.511322,,,,-3347.805176,-682.414978,147.370758,-2950.687988,-932.543213,649.462646,-2923.470947,-915.815247,531.108215,-2946.927734,-922.532410,336.534485,-2979.120361,-887.866760,194.513931,,,,-2847.641113,-827.295898,146.970047,-139.435211,1261.194702,1112.305664,-76.315292,1298.282593,1032.622803,-181.337189,1322.880249,1037.064575,-115.007751,1363.589722,1032.063599,-105.855812,1194.094238,1037.667114,-37.797092,1230.973511,1034.088867
597,0,-2925.290039,-686.838257,1618.024048,-2870.906494,-789.256897,1616.715332,,,,-3033.650635,-845.062988,1615.992188,,,,,,,-2922.020996,-768.322693,1297.250854,-2902.261475,-769.261292,1135.739502,,,,-2994.438721,-617.604675,1379.854004,-2958.764404,-557.900208,1165.793945,-3002.141113,-515.906982,1071.673584,-3001.943848,-504.047760,1011.351440,-2934.072510,-519.679688,837.663025,,,,-2986.620605,-463.758118,768.707214,-3009.825195,-933.328918,1368.376221,-3043.322754,-996.364807,1136.410889,-3036.719971,-1010.851013,1056.781006,-3023.208496,-1022.755737,925.088440,-3007.343018,-1016.748901,812.196960,,,,-3059.191406,-1051.791992,757.130005,-2968.207031,-642.895142,951.326965,-2977.539062,-879.879456,965.605713,,,,,,,-3056.085205,-574.914429,816.592468,-3098.070068,-598.780640,476.486694,-3192.169678,-583.650574,410.526459,-3388.363037,-616.612244,268.007874,,,,-3318.099121,-687.777893,151.875626,-2942.644287,-938.230591,648.687683,-2920.027100,-921.783813,529.671509,-2947.564941,-925.647217,335.466919,-2984.209717,-886.183350,192.344879,,,,-2846.124512,-827.771423,143.867828,-139.720535,1261.609253,1112.301392,-76.813698,1299.019531,1032.641357,-182.054245,1323.136963,1037.097778,-115.914207,1364.190430,1032.018433,-105.757103,1194.766479,1037.662964,-37.924854,1231.970215,1034.087036
598,0,-2910.112793,-692.254333,1622.663940,-2855.454346,-794.368042,1621.175415,,,,-3015.967285,-850.603638,1618.915527,,,,,,,-2906.055664,-771.962341,1300.097046,-2886.036133,-771.841309,1138.411133,,,,-2976.862549,-621.864624,1381.958252,-2943.609375,-561.424377,1170.300903,-2983.487549,-519.873474,1076.036621,-2987.906494,-507.019470,1015.415894,-2921.566895,-521.894836,841.267883,,,,-2974.103271,-465.173645,772.233582,-2992.215820,-937.827942,1370.562988,-3025.393066,-1001.166687,1138.412964,-3017.206543,-1015.437134,1058.155884,-3000.942627,-1026.803955,926.991394,-2982.417480,-1020.214294,814.416626,,,,-3033.176514,-1055.924316,758.260986,-2953.162354,-645.094849,954.660828,-2961.156006,-882.487488,968.666748,,,,,,,-3036.722168,-576.571594,817.803467,-3063.000000,-601.767700,475.933380,-3155.784668,-586.106201,410.099091,-3355.795898,-618.344177,271.107788,,,,-3281.873535,-697.752869,152.896210,-2937.148926,-942.281128,648.046814,-2918.092285,-926.317322,528.441223,-2954.364014,-927.640015,333.577942,-2983.407227,-888.194641,192.473907,,,,-2844.436523,-828.166870,142.180374,-140.042847,1262.033325,1112.334961,-77.300056,1299.777588,1032.696045,-182.718887,1323.366211,1037.089966,-116.789635,1364.769043,1031.990234,-105.711304,1195.466797,1037.668213,-38.119858,1233.016357,1034.109131
599,0,-2893.080811,-697.099487,1625.781006,-2838.098145,-798.922974,1624.049561,,,,-2999.249512,-855.944275,1622.622681,,,,,,,-2889.658936,-775.233643,1303.818481,-2870.886963,-774.224609,1140.767578,,,,-2963.372559,-626.388550,1386.899170,-2929.532227,-565.137268,1173.296875,-2974.006348,-522.844116,1079.723999,-2974.332031,-509.954681,1019.322876,-2908.549561,-523.240234,845.014893,,,,-2962.385498,-466.658630,776.741577,-2974.568848,-942.369690,1372.712769,-3007.800537,-1005.406982,1139.408447,-2996.106445,-1020.079712,1060.142822,-2977.301514,-1030.617065,929.095825,-2957.010498,-1023.646729,817.073364,,,,-3005.979248,-1059.398926,759.458313,-2937.939209,-647.472168,959.023743,-2945.398682,-885.567993,971.265381,,,,,,,-3016.500244,-578.878357,821.865234,-3027.013428,-605.087891,477.964020,-3118.530029,-589.828918,412.178009,-3319.683838,-621.502380,271.164062,,,,-3241.884277,-705.804871,155.512161,-2929.506836,-946.151001,647.808044,-2913.978760,-929.806335,527.605957,-2948.836426,-930.713745,334.157715,-2982.752441,-888.611450,192.569519,,,,-2843.689453,-827.763000,140.956390,-140.355545,1262.483276,1112.307739,-77.768692,1300.462769,1032.710693,-183.390167,1323.548096,1037.111572,-117.653252,1365.307129,1031.971558,-105.647156,1196.119019,1037.698486,-38.276169,1234.044067,1034.125366
600,0,-2879.328125,-702.119263,1631.454102,-2820.482910,-803.276428,1626.472290,,,,-2981.064453,-861.070496,1624.774536,,,,,,,-2873.710693,-777.927063,1306.340332,-2855.316895,-775.990356,1144.379028,,,,-2949.104980,-630.259460,1390.931763,-2915.662354,-568.183105,1176.887329,-2960.701416,-525.467712,1083.006958,-2961.199463,-512.361389,1022.561890,-2896.121582,-524.689453,848.851562,,,,-2951.290039,-469.139771,781.250732,-2957.106689,-946.565369,1375.206787,-2985.071777,-1009.703735,1140.847778,-2974.749023,-1023.967834,1061.358643,-2953.017578,-1034.154663,930.877441,-2930.636475,-1026.578979,820.169250,,,,-2977.432373,-1064.083862,761.739441,-2923.303467,-650.104797,963.061462,-2929.248779,-887.476013,974.101929,,,,,,,-3000.195801,-581.351013,825.120056,-2992.697510,-607.817993,481.732635,-3085.530762,-593.112183,414.111145,-3282.989258,-626.017334,268.780212,,,,-3197.226318,-706.527771,159.048325,-2923.272705,-948.413757,647.014404,-2914.872559,-930.196289,525.703857,-2945.866211,-930.770142,333.810242,-2981.715088,-888.495850,192.765869,,,,-2842.853271,-827.185974,140.561234,-140.615341,1262.905518,1112.317139,-78.272964,1301.275879,1032.694214,-184.039108,1323.726440,1037.114624,-118.608452,1365.839722,1031.976196,-105.533562,1196.740967,1037.672119,-38.364658,1235.069702,1034.131104
601,0,-2860.347656,-706.171936,1632.862915,-2803.498047,-807.367737,1629.394775,,,,-2963.953369,-865.922913,1627.855713,,,,,,,-2858.201904,-780.349670,1309.727051,-2840.915039,-778.870422,1146.510986,,,,-2935.028320,-633.906006,1394.947388,-2902.120117,-570.475342,1180.983765,-2946.052246,-527.069946,1087.237549,-2947.625488,-514.401184,1027.619507,-2883.072021,-525.401489,853.466431,,,,-2938.015869,-469.351959,785.400330,-2939.745850,-950.252258,1377.632812,-2965.582031,-1013.839233,1143.398193,-2953.332764,-1027.516724,1063.351929,-2929.291504,-1037.215942,933.135681,-2904.205322,-1029.331299,824.186646,,,,,,,-2908.974121,-653.088257,967.300720,-2914.346436,-890.241638,976.804871,,,,,,,-2982.387207,-583.007202,829.474609,-2960.005127,-609.719543,486.530365,-3051.099365,-595.453552,416.848480,-3244.064697,-630.685852,266.904205,,,,-3149.402100,-707.979370,159.226852,-2913.634277,-950.736145,647.224365,-2910.424316,-931.803589,525.189026,-2939.067627,-931.386108,334.172241,-2980.738281,-888.185425,193.174881,,,,-2842.434570,-827.384338,139.600571,-140.865494,1263.381470,1112.318115,-78.710602,1302.084839,1032.687378,-184.644608,1323.927246,1037.088989,-119.473259,1366.422363,1031.996338,-105.463043,1197.369873,1037.654663,-38.369812,1236.111816,1034.054199
602,0,-2843.531738,-710.074890,1635.735596,-2790.218262,-811.312256,1634.560303,,,,-2946.020020,-870.289795,1630.213135,,,,,,,-2842.449219,-782.737305,1312.697998,-2825.156494,-780.109619,1149.751709,,,,-2918.100098,-636.907654,1396.613770,-2888.879883,-572.167847,1185.560425,-2933.051758,-530.757568,1093.163330,-2935.660645,-517.213379,1031.663330,-2871.105469,-527.272095,856.984375,,,,-2926.971191,-471.617035,790.211731,-2920.958252,-953.674316,1378.916626,-2944.950195,-1016.930603,1146.091064,-2931.629150,-1030.611328,1066.551636,-2903.999023,-1039.509888,937.743774,-2876.969727,-1032.040894,828.907837,,,,-2919.389893,-1073.142944,769.172058,-2894.153809,-655.463623,971.799316,-2899.517578,-892.546997,979.453064,,,,,,,-2966.348145,-585.179077,833.518066,-2927.271729,-610.763306,493.283569,-3017.859375,-597.971130,419.030762,-3205.319824,-637.132507,260.657227,,,,-3099.361328,-708.651978,158.544312,-2908.671631,-952.117920,646.643555,-2906.877441,-932.767700,524.423035,-2945.094482,-929.866882,332.673981,-2980.309814,-887.648621,193.562302,,,,-2841.811035,-827.703552,139.398544,-141.119171,1263.900146,1112.305542,-79.166252,1302.864014,1032.655151,-185.253571,1324.152466,1037.072754,-120.288673,1367.032227,1032.036865,-105.419525,1198.007935,1037.644897,-38.494926,1237.160522,1033.977173
603,0,-2827.430420,-713.747131,1638.667358,-2774.857666,-812.011108,1635.027344,,,,-2928.769775,-874.207031,1632.879028,,,,,,,-2827.552734,-785.589233,1315.518677,-2809.555908,-782.422607,1152.824463,,,,-2904.211670,-640.542480,1400.751831,-2875.475586,-574.154968,1189.702026,-2920.716553,-533.032654,1097.449951,-2922.959229,-518.885254,1036.575073,-2858.833008,-528.426453,860.923401,,,,-2913.346924,-471.429993,794.232605,-2905.502930,-956.603027,1383.099243,-2927.178223,-1020.145630,1148.718506,-2910.723633,-1033.321533,1070.137817,-2879.833984,-1041.938599,941.720581,-2850.129639,-1034.503540,834.576660,,,,-2893.161865,-1076.074219,774.210632,-2879.270264,-658.210266,976.287476,-2884.634277,-895.049255,981.861389,,,,,,,-2947.644775,-587.086060,838.381470,-2897.923828,-612.166809,499.003479,-2984.312988,-600.281860,420.888580,-3163.121826,-642.658569,253.767578,,,,-3048.923828,-709.036682,156.840973,-2898.934326,-953.858765,646.286560,-2903.673340,-934.034790,523.771423,-2941.924072,-931.229919,333.467377,-2980.266846,-887.197876,194.434387,,,,-2841.304932,-828.159241,139.374237,-141.347198,1264.390869,1112.319702,-79.658615,1303.655273,1032.581787,-185.876038,1324.358765,1037.064331,-121.149818,1367.600708,1031.998413,-105.258301,1198.608765,1037.685303,-38.534382,1238.243530,1033.992920
604,0,-2810.905273,-716.709595,1640.585571,-2753.965088,-817.358398,1636.471069,,,,-2912.481689,-877.830750,1636.058228,,,,,,,-2812.249268,-787.695862,1318.171875,-2795.047119,-784.495544,1155.930176,,,,-2889.799072,-643.987915,1403.763550,-2862.824219,-576.671570,1193.689453,-2908.154053,-534.938477,1100.965332,-2911.948486,-521.422180,1039.575806,-2846.342773,-529.003357,864.821899,,,,-2903.650879,-473.613617,798.369934,-2888.631104,-959.298279,1385.420410,-2905.943359,-1024.047119,1152.443970,-2890.351318,-1036.302979,1073.934814,-2856.015137,-1044.295898,947.060791,-2822.415527,-1036.836548,840.483276,,,,-2863.335205,-1079.688965,778.870544,-2864.798828,-660.839661,979.853516,-2870.840820,-898.013733,983.813354,,,,,,,-2930.806641,-587.681519,844.723572,-2869.255859,-613.307068,505.259155,-2951.083496,-602.443726,422.560028,-3119.008545,-647.250549,246.246643,,,,-2997.107422,-709.557861,156.304855,-2897.984863,-954.173340,645.418335,-2897.794922,-936.628723,523.663452,-2944.943359,-930.666443,333.917328,-2980.124512,-886.839355,195.492950,,,,-2840.616455,-828.996826,139.068710,-141.570740,1264.815186,1112.351318,-80.124756,1304.424438,1032.540649,-186.429031,1324.493530,1037.112915,-121.945862,1368.158203,1031.973389,-105.145691,1199.227905,1037.672974,-38.655945,1239.229614,1034.013916
605,0,-2797.238770,-719.540466,1643.740601,-2742.010986,-817.625549,1638.024170,,,,-2895.294434,-880.975586,1637.821289,,,,,,,-2797.213379,-790.376099,1320.273926,-2781.635986,-787.721008,1156.750488,,,,-2878.952881,-646.200317,1406.790527,-2849.993164,-578.370911,1196.314453,-2898.130371,-536.975525,1103.827759,-2899.485107,-522.331848,1043.704468,-2833.784912,-528.980896,868.954163,,,,-2889.336670,-473.019287,802.142395,-2872.826904,-961.894592,1388.039429,-2887.525146,-1027.341187,1155.395874,-2870.994873,-1039.359741,1076.797974,-2832.422607,-1047.375732,951.638489,-2795.508545,-1039.654053,846.449219,,,,-2826.250488,-1085.068848,785.542786,-2849.897461,-663.305725,982.965027,-2855.903320,-900.091431,985.079712,,,,,,,-2915.488525,-588.519836,847.435669,-2841.238770,-614.593445,511.145538,-2919.887451,-605.282104,423.740662,-3076.431641,-652.744934,236.651520,,,,-2945.977051,-712.479187,155.240585,-2891.075684,-955.704224,645.708069,-2897.204590,-937.016052,523.543640,-2943.905029,-930.913879,334.772247,-2979.516846,-886.315613,196.904999,,,,-2839.786621,-829.713989,138.716034,-141.859985,1265.176270,1112.333740,-80.575539,1305.095459,1032.557617,-187.053085,1324.613281,1037.146118,-122.804062,1368.754761,1032.044434,-105.043343,1199.855957,1037.677979,-38.820637,1240.158936,1033.986694
606,0,-2780.013672,-721.767883,1643.663940,-2721.655518,-821.907166,1638.812256,,,,-2879.246582,-883.776794,1639.675781,,,,,,,-2781.989014,-792.512390,1322.003662,-2766.280029,-789.028625,1158.890869,,,,-2862.476318,-650.275757,1408.978638,-2836.971191,-580.365662,1198.261230,-2883.552490,-538.674866,1106.938232,-2886.572021,-523.627869,1046.276123,-2822.250000,-529.296387,870.511658,,,,-2880.584717,-475.084869,804.002625,-2855.763428,-964.642334,1388.555664,-2869.618408,-1030.622192,1157.348022,-2851.390381,-1043.108398,1079.793335,-2809.171143,-1050.389282,955.602051,-2768.584229,-1042.959839,851.845947,,,,-2803.212402,-1086.419189,788.300964,-2835.558594,-665.769958,985.244446,-2842.334717,-902.644836,985.961975,,,,,,,,,,-2815.482666,-615.866333,515.156860,-2888.953857,-607.849243,424.474731,-3031.181152,-657.925476,226.680923,,,,-2894.440674,-715.591675,155.216476,-2887.373047,-956.900146,645.698242,-2893.521973,-938.407593,523.655518,-2939.476562,-931.688538,336.132782,-2978.872559,-885.423157,198.144714,,,,-2838.961182,-830.346985,138.382156,-142.177048,1265.529297,1112.339722,-81.037384,1305.771606,1032.539429,-187.646118,1324.745361,1037.132812,-123.572678,1369.192139,1031.965454,-104.970139,1200.513794,1037.671997,-38.980358,1241.101685,1033.963623
607,0,-2765.630615,-723.898743,1644.680420,-2709.835205,-822.266235,1638.722412,,,,-2863.266846,-886.336914,1640.695923,,,,,,,-2767.211670,-794.866882,1322.908691,-2751.205566,-791.153320,1159.987915,,,,-2850.376709,-651.760193,1409.075562,-2824.031250,-582.135193,1199.536987,-2871.458008,-540.434204,1108.869385,-2873.296143,-526.267090,1048.472900,-2810.431396,-529.520081,872.141907,,,,-2866.381348,-472.381226,806.745239,-2840.179443,-967.077087,1389.261108,-2853.216309,-1032.921753,1158.028442,-2832.525635,-1046.599487,1081.016235,-2787.948486,-1054.055054,959.121643,-2741.868896,-1046.135010,857.277283,,,,-2767.016357,-1091.203125,792.947754,-2820.741211,-667.245239,986.764160,-2827.739502,-904.237183,986.624329,,,,,,,-2883.178711,-589.874084,852.518555,-2790.799805,-617.512695,519.597229,-2858.364502,-609.683472,424.319580,-2985.276611,-662.617432,216.746857,,,,-2842.671875,-718.812317,156.552292,-2877.913086,-958.797546,645.082764,-2887.311035,-940.335999,523.162048,-2940.644043,-930.704468,336.486298,-2978.199707,-884.386353,199.396103,,,,-2838.173096,-831.039856,138.047379,-142.423126,1265.946289,1112.323120,-81.497665,1306.589478,1032.480225,-188.231796,1324.912476,1037.123535,-124.390488,1369.748047,1031.948120,-104.897621,1201.174072,1037.614136,-39.101578,1242.179199,1033.897461
