,,yoshinari:LFHD,,,yoshinari:RFHD,,,yoshinari:LBHD,,,yoshinari:RBHD,,,yoshinari:C7,,,yoshinari:T10,,,yoshinari:CLAV,,,yoshinari:STRN,,,yoshinari:RBAK,,,yoshinari:LSHO,,,yoshinari:LUPA,,,yoshinari:LELB,,,yoshinari:LFRM,,,yoshinari:LWRA,,,yoshinari:LWRB,,,yoshinari:LFIN,,,yoshinari:RSHO,,,yoshinari:RUPA,,,yoshinari:RELB,,,yoshinari:RFRM,,,yoshinari:RWRA,,,yoshinari:RWRB,,,yoshinari:RFIN,,,yoshinari:LASI,,,yoshinari:RASI,,,yoshinari:LPSI,,,yoshinari:RPSI,,,yoshinari:LTHI,,,yoshinari:LKNE,,,yoshinari:LTIB,,,yoshinari:LANK,,,yoshinari:LHEE,,,yoshinari:LTOE,,,yoshinari:RTHI,,,yoshinari:RKNE,,,yoshinari:RTIB,,,yoshinari:RANK,,,yoshinari:RHEE,,,yoshinari:RTOE,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
182,0,-3392.937012,-646.435425,1660.297119,-3374.776367,-760.234985,1660.175659,,,,,,,,,,,,,-3382.667480,-718.529907,1340.667358,-3344.757080,-729.282654,1182.865356,,,,-3459.800537,-558.109192,1404.268921,-3400.040771,-517.172546,1191.610474,-3426.294678,-483.360016,1090.416260,-3426.272705,-478.200409,1030.155884,-3358.115234,-515.751953,859.525879,,,,-3394.526123,-457.668732,782.150513,-3489.498047,-875.561157,1402.336792,-3493.074951,-943.632690,1169.427002,-3475.175781,-959.581543,1091.283203,-3437.057617,-975.326477,966.276917,-3397.569824,-972.043213,860.996460,,,,-3433.404053,-1011.270386,798.189148,-3372.118896,-610.538635,992.028442,-3389.768555,-847.591736,1004.200928,,,,,,,-3448.286865,-538.301880,847.814575,-3440.393799,-584.537354,509.051971,-3474.975830,-575.152100,402.411346,,,,,,,-3368.611816,-686.332520,151.554855,-3429.381592,-897.059753,652.567627,-3441.062500,-878.163391,531.116089,-3475.698486,-873.934814,342.584839,-3503.168701,-831.672852,201.723969,,,,-3369.265381,-766.209961,149.335342,-127.723038,1231.996582,1112.533081,-55.388474,1244.505249,1033.111328,-145.130753,1304.357788,1037.088501,-69.062111,1319.316650,1032.274902,-119.316795,1157.283203,1038.066528,-42.739780,1168.382080,1034.221313
183,0,-3393.878662,-646.330933,1660.141602,-3374.697754,-760.149353,1660.200073,,,,,,,,,,,,,-3382.074463,-718.685669,1341.483765,-3345.426758,-729.091980,1182.551147,,,,-3460.010742,-558.332947,1404.504517,-3399.924561,-517.323120,1191.876465,-3427.802734,-483.555756,1090.252075,-3426.111328,-478.651428,1030.014648,-3357.119629,-517.009033,859.801636,,,,-3396.473877,-457.919067,781.703430,-3489.511963,-875.691406,1402.265503,-3493.784668,-943.890381,1169.423584,-3475.862061,-959.624634,1091.072144,-3434.738525,-975.910950,966.574829,-3398.939941,-972.107910,860.205994,,,,-3434.403564,-1011.402222,798.045959,-3373.524902,-610.770691,991.829956,-3396.427979,-848.403076,1003.838989,,,,,,,-3447.359375,-538.887939,848.045288,-3440.375488,-584.511169,509.022003,-3474.642578,-574.970032,402.719391,,,,,,,-3368.496582,-686.211914,151.478073,-3429.375977,-897.129028,652.637939,-3440.396484,-878.710571,531.941650,-3475.444092,-874.069641,342.721893,-3502.825439,-831.848145,202.005478,,,,-3369.344482,-766.217163,149.394638,-127.737221,1232.005737,1112.537354,-55.378078,1244.534912,1033.105103,-145.146149,1304.350342,1037.071289,-69.084015,1319.323242,1032.285400,-119.330650,1157.301514,1038.050171,-42.765862,1168.426270,1034.206787
184,0,-3393.843994,-646.406921,1660.346436,-3374.940430,-760.073181,1660.274170,,,,,,,,,,,,,-3382.288574,-718.595947,1340.894043,-3345.714600,-729.231934,1182.630737,,,,-3460.359619,-558.389038,1404.333862,-3400.156738,-517.639099,1191.938232,-3428.539551,-483.893860,1090.304810,-3425.510010,-479.092285,1029.941528,-3355.693848,-517.518982,859.876770,,,,-3396.071533,-458.689026,781.543152,-3489.461914,-875.802551,1401.991577,-3494.255127,-943.560791,1168.805664,-3476.296387,-959.735657,1090.926270,-3438.674805,-975.346802,965.891235,-3399.048584,-972.156921,860.085815,,,,-3434.839844,-1011.452576,797.815552,-3373.624268,-610.658264,991.768188,-3396.651123,-848.482666,1003.526672,,,,,,,-3447.396729,-538.911194,847.802979,-3440.522949,-584.628723,509.005890,-3474.708496,-575.037354,402.639587,,,,,,,-3368.586182,-686.353882,151.447128,-3429.376709,-897.607544,652.634766,-3440.128174,-878.873230,532.019470,-3476.944092,-874.332703,342.406555,-3501.881592,-832.447021,201.989563,,,,-3369.379883,-766.366882,149.376846,-127.750648,1232.012573,1112.556763,-55.406239,1244.536987,1033.104980,-145.170807,1304.369263,1037.070068,-69.104942,1319.313110,1032.282837,-119.346214,1157.310791,1038.068359,-42.777378,1168.429810,1034.210571
185,0,-3394.444824,-646.321838,1660.157349,-3375.380127,-760.015808,1660.272705,,,,,,,,,,,,,-3382.802246,-718.477539,1340.702759,-3346.007080,-729.137207,1182.603027,,,,-3460.746826,-558.501221,1404.526123,-3400.202148,-517.846436,1192.029663,-3428.583252,-484.194519,1090.260986,-3425.605957,-479.232147,1029.828613,-3355.077148,-518.057739,860.118469,,,,-3395.058838,-459.237762,781.671143,-3489.658691,-876.012268,1402.052490,-3494.432129,-943.647400,1168.722412,-3475.689453,-959.578857,1091.046021,-3434.871094,-975.887512,966.507507,-3400.586914,-972.054504,860.100708,,,,-3434.449219,-1011.505127,797.980835,-3373.841064,-610.802856,991.867310,-3396.595703,-848.493042,1003.695007,,,,,,,-3447.959473,-539.153442,847.614319,-3440.557373,-584.750793,509.054413,-3474.929688,-575.018860,402.661713,,,,,,,-3368.833984,-686.425293,151.411209,-3429.211670,-897.799683,652.659546,-3440.563965,-878.985657,531.610474,-3475.214111,-874.611511,342.994019,-3501.134766,-832.676208,202.506744,,,,-3369.510254,-766.422668,149.463150,-127.755745,1232.010498,1112.566040,-55.344963,1244.256714,1033.131226,-145.165268,1304.370605,1037.080078,-69.109962,1319.332153,1032.315552,-119.339157,1157.300049,1038.081543,-42.767551,1168.394897,1034.244263
186,0,-3393.915283,-646.222351,1660.298584,-3374.910400,-760.050781,1660.343994,,,,,,,,,,,,,-3382.592041,-718.563232,1340.799194,-3345.768311,-729.157166,1182.514160,,,,-3460.884033,-558.551208,1404.642822,-3400.568604,-518.034607,1192.100586,-3429.397705,-484.419189,1090.160645,-3425.675537,-479.407227,1029.843140,-3354.920654,-518.242432,860.432068,,,,-3391.822266,-460.287384,782.211121,-3489.132568,-876.101196,1402.254272,-3494.259766,-943.636841,1168.851318,-3475.712158,-959.636047,1090.939575,-3437.980713,-975.190430,965.929138,-3400.265869,-972.088379,859.854858,,,,-3434.127930,-1011.307129,798.284302,-3373.754883,-610.975159,991.919495,-3396.573975,-848.593384,1003.895874,,,,,,,-3448.212158,-538.924988,847.667175,-3440.044189,-584.683716,509.560822,-3475.274902,-575.418823,402.376923,,,,,,,-3368.579346,-686.324829,151.493271,-3429.165527,-898.034607,652.928589,-3439.996582,-879.331299,532.068481,-3475.465576,-874.815186,343.092285,-3500.782959,-832.704041,202.785797,,,,-3369.405273,-766.505737,149.492218,-127.737907,1231.987183,1112.565552,-55.379803,1244.492065,1033.148804,-145.153992,1304.383423,1037.088989,-69.100075,1319.315796,1032.318237,-119.327919,1157.283325,1038.071655,-42.756580,1168.368896,1034.250977
187,0,-3394.626709,-646.303040,1660.422363,-3374.510498,-759.878479,1660.377808,,,,,,,,,,,,,-3382.751221,-718.467834,1340.957642,-3345.827148,-729.153870,1182.568970,,,,-3461.031250,-558.691162,1404.684814,-3400.098145,-518.066833,1192.112915,-3428.865234,-484.487000,1090.264038,-3425.784912,-479.504669,1029.832520,-3355.143066,-518.459595,860.509827,,,,-3393.590820,-460.126404,781.880920,-3488.813721,-876.174805,1402.295166,-3493.469727,-943.713196,1168.776245,-3474.774170,-959.731750,1091.068726,-3437.116699,-975.144775,966.028687,-3397.995117,-971.384155,860.720154,,,,-3433.424072,-1011.240967,798.259705,-3373.517822,-610.987122,991.839600,-3396.599609,-848.545654,1003.821045,,,,,,,-3447.017578,-539.407898,848.076721,-3440.355957,-584.781921,509.170288,-3474.449463,-575.484924,402.378265,,,,,,,-3368.454590,-686.236389,151.600571,-3429.085205,-898.185120,652.843933,-3440.620605,-879.211609,531.868958,-3475.274170,-874.821350,343.220093,-3500.498047,-832.823425,203.184570,,,,-3369.522217,-766.544861,149.495132,-127.713379,1231.987549,1112.546509,-55.358250,1244.472168,1033.120483,-145.129272,1304.379517,1037.085815,-69.072662,1319.308350,1032.295532,-119.303917,1157.272461,1038.047607,-42.748226,1168.369019,1034.244263
188,0,-3394.111816,-646.356384,1660.305542,-3374.940186,-759.779541,1660.444214,,,,,,,,,,,,,-3382.467041,-718.571960,1340.907959,-3345.722656,-729.212341,1182.686646,,,,-3460.835449,-558.782837,1404.675537,-3401.337891,-518.002319,1191.757324,-3431.235352,-484.827148,1089.931396,-3425.818848,-479.567780,1029.809448,-3355.095459,-518.757568,860.963318,,,,-3393.910400,-460.223572,781.869202,-3488.885742,-876.342224,1402.076782,-3492.288330,-943.974426,1169.412598,-3474.640869,-959.630005,1090.967529,-3435.665771,-975.216553,966.231506,-3396.816650,-971.387146,861.060608,,,,-3432.265625,-1011.082764,798.156006,-3373.306152,-611.037964,992.029297,-3396.654785,-848.616333,1003.723877,,,,,,,-3447.585693,-539.435608,848.015137,-3440.038086,-584.711121,509.578949,-3474.800293,-575.509460,402.366425,,,,,,,-3368.533691,-686.358948,151.673889,-3429.205078,-898.197021,652.807739,-3440.889648,-879.331482,531.867981,-3475.613770,-874.866577,343.119080,-3500.498535,-832.932800,203.241058,,,,-3369.529541,-766.505981,149.536896,-127.711121,1231.988037,1112.543579,-55.358311,1244.489380,1033.119751,-145.111328,1304.360718,1037.096313,-69.065689,1319.312500,1032.286377,-119.297531,1157.269897,1038.056152,-42.721149,1168.387329,1034.224487
189,0,-3394.541504,-646.493042,1660.618408,-3375.191895,-759.806335,1660.253906,,,,,,,,,,,,,-3382.384277,-718.587036,1340.802368,-3345.896484,-729.244507,1182.704590,,,,-3461.064453,-558.906189,1404.934692,-3401.243652,-518.097961,1191.821655,-3431.515137,-484.818939,1089.990845,-3425.821045,-479.660034,1029.746826,-3355.421631,-518.752930,860.894104,,,,-3392.141357,-460.714600,782.286865,-3488.771729,-876.562500,1402.540771,-3492.080566,-944.168701,1169.357788,-3473.893799,-959.633911,1090.969849,-3435.406494,-975.137268,966.234436,-3393.787354,-971.208191,861.249817,,,,-3431.589600,-1010.927307,798.257568,-3373.457764,-611.137329,991.874695,-3396.738281,-848.796326,1004.002197,,,,,,,-3447.465576,-539.614319,848.157715,-3440.406738,-584.923889,509.368958,-3474.131836,-575.684448,402.439240,,,,,,,-3368.616455,-686.438660,151.589981,-3429.706543,-898.429016,652.889954,-3444.121582,-879.128784,531.131104,-3475.697998,-875.102112,343.180145,-3500.053223,-832.974121,203.367630,,,,-3369.738525,-766.745361,149.541946,-127.729668,1232.021606,1112.536865,-55.366440,1244.528198,1033.105103,-145.131699,1304.359497,1037.080933,-69.072136,1319.315674,1032.285278,-119.317688,1157.294922,1038.041504,-42.749512,1168.423828,1034.210938
190,0,-3395.239502,-646.581665,1660.470703,-3374.475830,-759.979187,1660.409912,,,,,,,,,,,,,-3382.327637,-718.671143,1340.816895,-3345.575439,-729.164307,1182.643921,,,,-3461.315430,-559.139648,1404.889282,-3401.897461,-518.135437,1191.632324,-3433.739746,-484.879272,1089.856323,-3426.737549,-479.598572,1029.678345,-3356.410156,-518.516846,860.553406,,,,-3396.428467,-459.903412,781.787598,-3487.266602,-877.099243,1403.426636,-3491.975098,-944.311584,1169.388306,-3472.950928,-959.805115,1091.124146,-3434.898193,-975.026550,966.028625,-3393.644287,-971.222168,861.386902,,,,-3430.012695,-1010.713806,798.409241,-3374.226074,-611.452515,991.650391,-3397.031006,-848.897217,1003.641846,,,,,,,-3447.123047,-539.758545,847.971619,-3440.128662,-584.795105,509.460327,-3473.716064,-575.369385,402.584473,,,,,,,-3368.757080,-686.334778,151.488220,-3429.709961,-898.509583,652.951416,-3444.232666,-879.436096,530.726379,-3479.738037,-874.884705,342.402466,-3501.102051,-833.289062,202.904999,,,,-3369.978760,-766.901245,149.327713,-127.754868,1232.022583,1112.553101,-55.385056,1244.551147,1033.122070,-145.167496,1304.374268,1037.083740,-69.100624,1319.312744,1032.285522,-119.334518,1157.322510,1038.058594,-42.778557,1168.429199,1034.214355
191,0,-3395.500732,-646.715210,1660.503906,-3374.542480,-760.114319,1660.493408,,,,,,,,,,,,,-3381.965088,-718.773438,1340.674683,-3346.159668,-729.282410,1182.592896,,,,-3461.248535,-559.164673,1404.972412,-3402.482910,-517.945435,1191.532593,-3435.485352,-484.863678,1089.612305,-3426.761963,-479.621399,1029.802002,-3358.003662,-518.296021,860.476685,,,,-3397.367188,-459.633484,781.744141,-3487.192139,-877.376587,1403.483276,-3491.406006,-944.247375,1169.221069,-3472.291016,-959.765442,1091.010254,-3434.219238,-975.065369,966.005371,-3393.166016,-970.819824,861.640381,,,,-3428.267090,-1010.477173,798.410278,-3374.022461,-611.362366,991.657593,-3397.059326,-849.192200,1004.107971,,,,,,,-3446.842773,-539.863098,847.902100,-3440.482910,-584.926208,509.484467,-3473.847168,-575.752136,402.339264,,,,,,,-3368.538330,-686.403870,151.505905,-3430.142578,-898.742798,652.969177,-3441.782471,-880.098267,532.086548,-3475.828857,-875.414124,343.551697,-3500.377197,-833.256287,203.318512,,,,-3369.697021,-766.846985,149.564285,-127.757339,1232.016113,1112.574463,-55.385323,1244.514526,1033.127808,-145.151611,1304.375122,1037.096802,-69.119865,1319.334961,1032.311157,-119.349335,1157.318848,1038.074829,-42.772835,1168.423706,1034.248413
192,0,-3395.778076,-646.832825,1660.618408,-3374.326416,-760.111633,1660.485718,,,,,,,,,,,,,-3382.540283,-718.588928,1340.760864,-3345.697510,-729.202942,1182.555054,,,,-3461.627686,-559.242371,1405.207153,-3402.817383,-517.888428,1191.560913,-3435.720703,-484.881256,1089.670776,-3427.727295,-479.503510,1029.961670,-3359.137451,-517.597656,860.770020,,,,-3398.784668,-459.466766,781.806519,-3487.059082,-877.470398,1403.387085,-3490.734375,-944.004578,1168.694702,-3471.902100,-959.582092,1091.046631,-3433.153076,-974.778381,966.315369,-3392.502441,-970.495422,861.991089,,,,-3426.758301,-1010.159363,798.451965,-3373.808350,-611.594238,991.669678,-3397.176758,-849.248535,1003.932739,,,,,,,-3446.660400,-539.935120,848.160889,-3440.105225,-584.921936,509.344574,-3473.795166,-575.718140,402.440247,,,,,,,-3368.493408,-686.372253,151.643234,-3430.367188,-898.820679,653.086487,-3441.251221,-880.204407,532.850525,-3475.835938,-875.727356,343.812622,-3501.529053,-833.214539,203.258682,,,,-3369.823242,-766.762695,149.679123,-127.744484,1231.992310,1112.569458,-55.378956,1244.527344,1033.136353,-145.149689,1304.381836,1037.083252,-69.096725,1319.327026,1032.303101,-119.329475,1157.297485,1038.066528,-42.769680,1168.373169,1034.240479
193,0,-3396.047119,-646.885681,1660.474243,-3374.381348,-760.179443,1660.401123,,,,,,,,,,,,,-3382.302979,-718.711304,1340.745605,-3346.114014,-729.234436,1182.584351,,,,-3461.042236,-559.660706,1405.563477,-3403.674072,-517.620056,1191.699707,-3437.555176,-484.899384,1089.945679,-3434.191650,-478.165314,1029.417236,-3360.777588,-517.243774,860.538147,,,,-3401.512939,-458.830322,781.702942,-3486.711670,-877.574524,1403.619263,-3490.143555,-943.986633,1168.765503,-3470.804932,-959.537231,1091.212524,-3432.075684,-974.642456,966.700623,-3389.892334,-970.334473,862.902161,,,,-3424.917480,-1010.140991,798.874084,-3373.794189,-611.590759,991.727417,-3396.985107,-849.003357,1003.887268,,,,,,,-3447.143555,-539.599915,848.094177,-3440.109863,-585.103088,509.247253,-3473.712891,-575.818970,402.561829,,,,,,,-3368.500488,-686.376282,151.715759,-3430.384277,-898.760498,653.160522,-3441.509521,-880.285889,533.219360,-3475.711426,-875.826355,343.991577,-3500.805420,-833.419495,203.744156,,,,-3369.526611,-766.765076,149.806808,-127.711327,1231.977539,1112.546753,-55.358440,1244.489380,1033.119507,-145.124146,1304.373169,1037.111450,-69.075615,1319.293335,1032.280884,-119.319931,1157.271484,1038.080933,-42.747112,1168.372925,1034.232422
194,0,-3396.186279,-647.073669,1660.577881,-3374.163086,-760.378052,1660.495361,,,,,,,,,,,,,-3382.081543,-718.832214,1340.741333,-3346.028564,-729.295959,1182.718140,,,,-3460.628418,-559.793335,1405.638672,-3404.429932,-517.283997,1191.742676,-3439.460938,-484.679291,1089.978271,-3429.916016,-479.082458,1030.349487,-3361.957031,-516.826233,860.256714,,,,-3403.034180,-458.139038,781.859741,-3486.769043,-877.658264,1403.475708,-3490.157227,-943.991394,1168.786743,-3470.240723,-959.622986,1091.235962,-3427.278320,-974.979675,967.502380,-3386.961426,-970.228577,863.234375,,,,-3423.273926,-1009.956604,799.148743,-3373.966309,-611.570435,991.713257,-3397.092041,-849.138855,1003.803040,,,,,,,-3447.097656,-539.757019,848.169128,-3440.006104,-585.071594,509.354279,-3473.353271,-575.876526,402.403503,,,,,,,-3368.617920,-686.444946,151.764465,-3430.796387,-898.895935,653.204956,-3441.478027,-880.530579,533.113770,-3476.156738,-875.806091,343.510254,-3500.346191,-833.412476,203.992386,,,,-3369.895020,-767.089783,149.711212,-127.717125,1231.995972,1112.535034,-55.354519,1244.517212,1033.115723,-145.097565,1304.358032,1037.100708,-69.071205,1319.319092,1032.306274,-119.293785,1157.266968,1038.052124,-42.731308,1168.378296,1034.220093
195,0,-3396.488281,-647.131592,1660.570557,-3374.044434,-760.576050,1660.427979,,,,,,,,,,,,,-3382.062744,-718.835938,1340.635498,-3346.389893,-729.228027,1182.464478,,,,-3460.750244,-560.049255,1405.649048,-3405.007568,-517.159790,1191.562378,-3441.019775,-484.562653,1090.212646,-3431.466309,-478.563995,1030.385620,-3365.012695,-515.743164,859.703064,,,,-3405.825195,-456.547302,781.948425,-3486.524414,-877.945312,1403.540039,-3488.914795,-944.411743,1169.414062,-3470.217041,-959.558289,1091.238403,-3428.224854,-974.273315,967.557922,-3384.954102,-970.037598,863.847839,,,,-3420.269775,-1009.816650,799.626770,-3374.220703,-611.670105,991.617249,-3395.962646,-848.339783,1004.453186,,,,,,,,,,-3439.381348,-585.380859,509.080475,-3473.235352,-575.960388,402.343719,,,,,,,-3368.843018,-686.532654,151.430649,-3430.980713,-899.043030,653.214294,-3444.752197,-880.077026,531.654968,-3475.917725,-876.174561,344.031372,-3501.722656,-833.550049,203.224472,,,,-3369.696289,-767.092712,149.718002,-127.725449,1232.006226,1112.535034,-55.367088,1244.541870,1033.107788,-145.126022,1304.368896,1037.087402,-69.079277,1319.298218,1032.295166,-119.312538,1157.270386,1038.048584,-42.751030,1168.397705,1034.209595
196,0,-3396.844482,-647.331543,1660.423340,-3374.199219,-760.678406,1660.286011,,,,,,,,,,,,,-3381.246826,-719.134338,1340.658081,-3346.337891,-729.396118,1182.630249,,,,-3463.825195,-558.831055,1406.132690,-3405.638672,-516.831116,1191.744385,-3442.408936,-484.391998,1090.490967,-3433.831543,-478.007751,1030.555420,-3366.272461,-515.165466,859.406738,,,,-3408.524414,-455.802246,781.851624,-3487.328857,-877.985535,1404.021606,-3488.768311,-944.502869,1169.273804,-3469.674561,-959.719116,1091.312134,-3426.855469,-973.802979,967.956909,-3384.272949,-969.598145,863.989868,,,,-3418.401123,-1009.726868,799.742859,-3374.420654,-611.774414,991.539734,-3396.175537,-848.584167,1004.528259,,,,,,,,,,-3438.975098,-585.184021,509.287598,-3475.000732,-577.095764,401.506348,,,,,,,-3368.699219,-686.455811,151.434464,-3431.039307,-899.075500,653.320190,-3445.292236,-880.311340,531.567444,-3476.331299,-875.895447,343.468384,-3500.891846,-833.599792,203.541901,,,,-3369.547119,-766.915771,149.772949,-127.733635,1232.030151,1112.548340,-55.405830,1244.585693,1033.093506,-145.152756,1304.363037,1037.081787,-69.091942,1319.312744,1032.279663,-119.341553,1157.303223,1038.052734,-42.777164,1168.425781,1034.213135
197,0,-3397.384766,-647.430115,1660.470093,-3374.229980,-760.961243,1660.260864,,,,,,,,,,,,,-3381.541016,-719.087219,1340.741455,-3345.971191,-729.461304,1182.678589,,,,-3460.615234,-560.289307,1405.987427,-3406.778320,-516.578369,1191.566040,-3444.906494,-484.053619,1090.933594,-3439.849121,-476.754913,1029.726562,-3369.511963,-513.908264,858.917114,,,,-3411.589111,-454.204926,782.238525,-3487.429199,-878.115356,1403.440063,-3488.163330,-944.608826,1169.508789,-3468.971191,-959.660095,1091.401245,-3425.741211,-973.981812,968.288391,-3382.507568,-969.097412,864.650146,,,,-3416.211182,-1009.746887,799.810486,-3374.619629,-611.688354,991.593384,-3396.241211,-848.449524,1004.153259,,,,,,,,,,-3439.070801,-585.329773,509.182220,-3472.805664,-576.373840,402.067322,,,,,,,-3368.717529,-686.505066,151.562454,-3431.605225,-899.178467,653.054993,-3442.880859,-880.879822,532.447449,-3476.528564,-876.065674,343.301270,-3501.896729,-833.806030,203.466370,,,,-3369.827881,-767.047852,149.684082,-127.756950,1232.017456,1112.560059,-55.407688,1244.572388,1033.138428,-145.171707,1304.385376,1037.116333,-69.117706,1319.334229,1032.297485,-119.351982,1157.295898,1038.072998,-42.770451,1168.413696,1034.247681
198,0,-3397.114258,-647.560547,1660.411987,-3374.134766,-761.067627,1660.368652,,,,,,,,,,,,,-3380.913818,-719.332764,1340.833618,-3346.346924,-729.399841,1182.590332,,,,-3464.813477,-559.256287,1404.867432,-3407.276367,-516.293030,1191.546265,-3446.768311,-483.353241,1090.858276,-3437.088867,-476.955688,1030.744263,-3371.394043,-513.244507,858.908997,,,,-3413.739258,-452.998169,782.736572,-3486.802734,-878.326416,1403.711548,-3488.388184,-944.456116,1168.689941,-3468.298584,-959.719727,1091.316650,-3424.496338,-973.945679,968.532837,-3379.240723,-968.983643,865.325317,,,,-3413.424316,-1009.795898,800.299866,-3374.864014,-611.637939,991.605835,-3396.753174,-848.565613,1004.269592,,,,,,,-3446.132568,-540.508789,847.100769,-3439.132080,-585.737976,508.786133,-3473.645264,-577.073181,401.463867,,,,,,,-3368.833984,-686.546204,151.524796,-3431.670898,-899.057983,653.222229,-3442.480225,-880.859497,533.062256,-3476.312500,-876.172974,343.392914,-3501.621826,-833.684814,203.456802,,,,-3369.921387,-767.154175,149.666458,-127.738815,1232.001953,1112.576782,-55.408611,1244.571411,1033.151001,-145.175720,1304.390015,1037.099487,-69.105667,1319.348633,1032.319946,-119.338516,1157.293701,1038.089355,-42.769375,1168.384888,1034.257812
199,0,-3397.617676,-647.685913,1660.506958,-3374.023438,-761.179626,1660.291260,,,,,,,,,,,,,-3381.231689,-719.166077,1340.843628,-3346.414795,-729.458557,1182.632446,,,,-3460.409424,-560.550720,1406.095581,-3407.734619,-515.941711,1191.411255,-3447.669922,-482.965088,1091.502075,-3438.429932,-476.412781,1030.819824,-3373.992432,-512.302612,858.243286,,,,-3416.883301,-451.024750,783.812988,-3486.331543,-878.446106,1403.832397,-3487.275146,-944.469971,1168.815308,-3468.029297,-959.747253,1091.390747,-3423.443115,-973.825684,968.630371,-3376.904053,-969.027588,866.126465,,,,-3410.477295,-1009.490479,800.966003,-3375.167969,-611.743652,991.587463,-3396.078857,-848.494019,1004.494812,,,,,,,-3445.212158,-540.689087,847.656372,-3438.833008,-585.582886,509.138275,-3473.890381,-577.061157,401.512085,,,,,,,-3368.430176,-686.441650,151.590088,-3431.749756,-899.017212,653.384583,-3442.747070,-880.856201,532.525940,-3479.750244,-875.366394,342.865082,-3500.804688,-833.599915,203.713959,,,,-3369.759033,-767.083008,149.722397,-127.725792,1232.000244,1112.562256,-55.377663,1244.554932,1033.130615,-145.146927,1304.388428,1037.091797,-69.090752,1319.342407,1032.322876,-119.316261,1157.300171,1038.066650,-42.750942,1168.385254,1034.246826
