person_id,person,type,trial,bag_path,nlpmp_path,memo,bag扱い,video07301,video07304
3,koyama,3,0,_2023-12-19-16-14-11.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_161427_20231219_03_03_00_koyama,,削除済み,C0056.MP4,C0052.MP4
3,koyama,3,1,_2023-12-19-16-16-41.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_161654_20231219_03_03_01_koyama,,削除済み,C0057.MP4,C0053.MP4
3,koyama,3,2,_2023-12-19-16-23-34.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_162346_20231219_03_03_02_koyama,,,C0058.MP4,C0054.MP4
3,koyama,4,0,_2023-12-19-16-29-42.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_162957_20231219_03_04_00_koyama,,削除済み,C0059.MP4,C0055.MP4
3,koyama,4,1,_2023-12-19-16-32-04.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_163219_20231219_03_04_01_koyama,,削除済み,C0060.MP4,C0056.MP4
3,koyama,4,2,_2023-12-19-16-35-09.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_163519_20231219_03_04_02_koyama,だめだけどまし,,C0061.MP4,C0057.MP4
3,koyama,4,3,_2023-12-19-16-38-12.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_163828_20231219_03_04_03_koyama,だめだけどここで切り上げ,削除済み,C0062.MP4,C0058.MP4
3,koyama,2,0,_2023-12-19-16-44-16.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_164427_20231219_03_02_00_koyama,-0.6idou,削除済み,C0063.MP4,C0059.MP4
3,koyama,2,1,_2023-12-19-16-46-04.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_164615_20231219_03_02_01_koyama,crash,削除済み,C0064.MP4,C0060.MP4
3,koyama,2,2,_2023-12-19-16-48-42.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_164853_20231219_03_02_02_koyama,girigiri,削除済み,C0065.MP4,C0061.MP4
3,koyama,2,3,_2023-12-19-16-52-33.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_165247_20231219_03_02_03_koyama,,削除済み,C0066.MP4,C0062.MP4
3,koyama,2,3,_2023-12-19-16-55-03.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_165514_20231219_03_02_03_koyama,,,C0067.MP4,C0063.MP4
4,ohnishi,0,0,_2023-12-19-18-08-39.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_180921_20231219_04_00_00_ohnishi,OK,,C0068.MP4,C0064.MP4
4,ohnishi,1,0,_2023-12-19-18-12-38.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_181248_20231219_04_01_00_ohnishi,OK,,C0069.MP4,C0065.MP4
4,ohnishi,3,0,_2023-12-19-18-17-22.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_181730_20231219_04_03_00_ohnishi,crash きれいだったけど,,C0070.MP4,C0066.MP4
4,ohnishi,3,1,_2023-12-19-18-21-28.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_182138_20231219_04_03_01_ohnishi,途切れちゃった,,C0071.MP4,C0067.MP4
4,ohnishi,3,2,_2023-12-19-18-27-07.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_182720_20231219_04_03_02_ohnishi,人をうまく見つけられなかった,,C0072.MP4,C0068.MP4
4,ohnishi,3,3,_2023-12-19-18-30-11.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_183014_20231219_04_03_03_ohnishi,首が早い,,C0073.MP4,C0069.MP4
4,ohnishi,3,4,_2023-12-19-18-33-00.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_183342_20231219_04_03_04_ohnishi,首が早い　crash,削除済み,C0074.MP4,C0070.MP4
4,ohnishi,4,0,_2023-12-19-18-40-31.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_184042_20231219_04_04_00_ohnishi,,削除済み,C0075.MP4,C0071.MP4
4,ohnishi,4,1,_2023-12-19-18-42-59.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_184309_20231219_04_04_01_ohnishi,首が早い,,C0076.MP4,C0072.MP4
4,ohnishi,4,2,_2023-12-19-18-46-17.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_184629_20231219_04_04_02_ohnishi,首が早い,,C0077.MP4,C0073.MP4
4,ohnishi,4,3,_2023-12-19-18-48-45.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_184912_20231219_04_04_03_ohnishi,距離としては稼げてるかも,,C0078.MP4,C0074.MP4
4,ohnishi,2,0,_2023-12-19-18-54-00.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_185411_20231219_04_02_00_ohnishi,,削除済み,C0079.MP4,C0075.MP4
4,ohnishi,2,0,_2023-12-19-18-55-32.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_185537_20231219_04_02_00_ohnishi,部分ロストはしているがよい,,C0080.MP4,C0076.MP4
4,ohnishi,2,2,_2023-12-19-18-57-50.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_185804_20231219_04_02_02_ohnishi,crash,削除済み,C0081.MP4,C0077.MP4
4,ohnishi,2,3,_2023-12-19-19-00-19.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_190030_20231219_04_02_03_ohnishi,,削除済み,C0082.MP4,C0078.MP4
4,ohnishi,2,4,_2023-12-19-19-05-33.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_190544_20231219_04_02_04_ohnishi,,削除済み,C0083.MP4,C0079.MP4
4,ohnishi,2,5,_2023-12-19-19-09-59.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_191011_20231219_04_02_05_ohnishi,途中で諦めて止めちゃった,削除済み,C0084.MP4,C0080.MP4
5,inoue,0,0,_2023-12-19-20-07-08.bag,,,削除済み,C0085.MP4,C0081.MP4
5,inoue,0,1,_2023-12-19-20-07-33.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_200802_20231219_05_00_01_inoue,OK,,C0086.MP4,C0082.MP4
5,inoue,1,0,_2023-12-19-20-10-31.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_201042_20231219_05_01_00_inoue,OK,,C0087.MP4,C0083.MP4
5,inoue,3,0,_2023-12-19-20-13-49.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_201401_20231219_05_03_00_inoue,回避できずcrash,削除済み,C0088.MP4,C0084.MP4
5,inoue,3,1,_2023-12-19-20-18-12.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_201821_20231219_05_03_01_inoue,OK,,C0089.MP4,C0085.MP4
5,inoue,4,0,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_202503_20231219_05_04_00_inoue,台車動かず,削除済み,,
5,inoue,4,0,_2023-12-19-20-24-52.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_202523_20231219_05_04_00_inoue,途中で一部ロスト,,C0090.MP4,C0086.MP4
5,inoue,4,3,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_203112_20231219_05_04_03_inoue,台車動かず,削除済み,C0091.MP4,C0087.MP4
5,inoue,4,3,_2023-12-19-20-30-09.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_203134_20231219_05_04_03_inoue,OK,,C0092.MP4,C0088.MP4
5,inoue,2,0,_2023-12-19-20-35-46.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_203600_20231219_05_02_00_inoue,途中で一部ロスト,,C0093.MP4,C0089.MP4
5,inoue,2,1,_2023-12-19-20-38-54.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_203906_20231219_05_02_01_inoue,crash,削除済み,C0094.MP4,C0090.MP4
5,inoue,2,2,_2023-12-19-20-41-24.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_204134_20231219_05_02_02_inoue,途中でガッツリロスト,削除済み,C0095.MP4,C0091.MP4
5,inoue,2,3,_2023-12-19-20-44-15.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_204428_20231219_05_02_03_inoue,crash,,C0096.MP4,C0092.MP4
5,inoue,2,4,_2023-12-19-20-47-50.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_204802_20231219_05_02_04_inoue,途中でガッツリロスト,削除済み,C0097.MP4,C0093.MP4
5,inoue,2,5,_2023-12-19-20-50-18.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_205028_20231219_05_02_05_inoue,モータ,削除済み,C0098.MP4,C0094.MP4
5,inoue,2,6,_2023-12-19-20-54-00.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_205412_20231219_05_02_06_inoue,crash,削除済み,C0099.MP4,C0095.MP4
5,inoue,2,7,_2023-12-19-20-56-34.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_205644_20231219_05_02_07_inoue,おしい（残す）,,C0100.MP4,C0096.MP4
5,inoue,2,8,_2023-12-19-21-01-06.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_210118_20231219_05_02_08_inoue,モータ,削除済み,C0101.MP4,C0097.MP4
5,inoue,2,9,_2023-12-19-21-03-20.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_210336_20231219_05_02_09_inoue,途中でガッツリロスト,削除済み,C0102.MP4,C0098.MP4
5,inoue,2,10,_2023-12-19-21-05-43.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231219/20231219_210554_20231219_05_02_10_inoue,途中でガッツリロスト,削除済み,C0103.MP4,C0099.MP4
6,murayama,0,0,_2023-12-21-10-16-03.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_101613_20231221_06_00_00_murayama,ややフレームアウト,,C0113.MP4,C0100.MP4
6,murayama,0,1,_2023-12-21-10-19-09.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_101920_20231221_06_00_01_murayama,フレームアウト,,C0114.MP4,C0101.MP4
6,murayama,0,2,_2023-12-21-10-22-39.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_102252_20231221_06_00_02_murayama,OK,,C0115.MP4,C0102.MP4
6,murayama,1,0,_2023-12-21-10-26-00.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_102608_20231221_06_01_00_murayama,ちょっとあやしいけど,,C0116.MP4,C0103.MP4
6,murayama,3,0,_2023-12-21-10-30-40.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_103048_20231221_06_03_00_murayama,頭がちょっと切れた,,C0117.MP4,C0104.MP4
6,murayama,3,1,_2023-12-21-10-33-50.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_103400_20231221_06_03_01_murayama,jt 動画続行　,削除済み,C0118.MP4,C0105.MP4
6,murayama,3,1,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_103419_20231221_06_03_01_murayama,振り向き一時中だん crash,削除済み,,
6,murayama,3,2,_2023-12-21-10-37-25.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_103736_20231221_06_03_02_murayama,jt 動画続行,,C0119.MP4,C0106.MP4
6,murayama,3,2,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_103812_20231221_06_03_02_murayama,OK,,,
6,murayama,4,0,_2023-12-21-10-46-08.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_104617_20231221_06_04_00_murayama,2回半身フレームアウト,,C0120.MP4,C0107.MP4
6,murayama,4,1,_2023-12-21-10-49-07.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_104916_20231221_06_04_01_murayama,完全ロスト　途中で止めた,削除済み,C0121.MP4,C0108.MP4
6,murayama,4,2,_2023-12-21-10-51-50.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_105204_20231221_06_04_02_murayama,完全ロスト　途中で止めた,削除済み,C0122.MP4,C0109.MP4
6,murayama,4,3,_2023-12-21-10-54-23.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_105432_20231221_06_04_03_murayama,かんぺき,,C0123.MP4,C0110.MP4
6,murayama,2,0,_2023-12-21-10-59-19.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_105931_20231221_06_02_00_murayama,はんたい,削除済み,C0124.MP4,C0111.MP4
6,murayama,2,1,_2023-12-21-11-01-17.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_110127_20231221_06_02_01_murayama,完全ロスト,削除済み,C0125.MP4,C0112.MP4
6,murayama,2,2,_2023-12-21-11-04-17.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_110426_20231221_06_02_02_murayama,直前で見つけた,,C0126.MP4,C0113.MP4
6,murayama,2,3,_2023-12-21-11-07-28.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_110738_20231221_06_02_03_murayama,いい感じだったけどcrash,削除済み,C0127.MP4,C0114.MP4
6,murayama,2,4,_2023-12-21-11-09-57.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_111008_20231221_06_02_04_murayama,OK,,C0128.MP4,C0115.MP4
7,yoshinari,0,0,_2023-12-21-14-19-29.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_141940_20231221_07_00_00_yoshinari,序盤フレームアウト,,C0129.MP4,C0116.MP4
7,yoshinari,0,1,_2023-12-21-14-22-13.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_142223_20231221_07_00_01_yoshinari,完全フレームアウト,削除済み,C0130.MP4,C0117.MP4
7,yoshinari,0,2,_2023-12-21-14-24-37.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_142450_20231221_07_00_02_yoshinari,完全フレームアウト,削除済み,C0131.MP4,C0118.MP4
7,yoshinari,1,0,_2023-12-21-14-27-59.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_142806_20231221_07_01_00_yoshinari,q_vel 1-> 0.25 途中フレームアウト,,C0132.MP4,C0119.MP4
7,yoshinari,1,1,_2023-12-21-14-30-33.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_143045_20231221_07_01_01_yoshinari,crash,削除済み,C0133.MP4,C0120.MP4
7,yoshinari,1,2,_2023-12-21-14-33-29.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_143339_20231221_07_01_02_yoshinari,OK,,C0134.MP4,C0121.MP4
7,yoshinari,3,0,_2023-12-21-14-36-26.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_143636_20231221_07_03_00_yoshinari,jt 動画続行　,,C0135.MP4,C0122.MP4
7,,,,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_143657_20231221_07_03_00_yoshinari,一旦フレームアウト　ガッツリ接近,,,
7,yoshinari,3,1,_2023-12-21-14-39-52.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_144001_20231221_07_03_01_yoshinari,惜しい,,C0136.MP4,C0123.MP4
7,yoshinari,3,2,_2023-12-21-14-42-22.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_144232_20231221_07_03_02_yoshinari,途中で振り向くのやめちゃった,,C0137.MP4,C0124.MP4
7,yoshinari,3,3,_2023-12-21-14-44-58.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_144509_20231221_07_03_03_yoshinari,完全フレームアウト,削除済み,C0138.MP4,C0125.MP4
7,yoshinari,3,4,_2023-12-21-14-47-45.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_144755_20231221_07_03_04_yoshinari,真ん中で若干フレームアウト,,C0139.MP4,C0126.MP4
7,yoshinari,3,5,_2023-12-21-14-50-09.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_145023_20231221_07_03_05_yoshinari,jt動画続行　真ん中で若干フレームアウト,,C0140.MP4,C0127.MP4
7,,,,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_145104_20231221_07_03_05_yoshinari,,,,
7,yoshinari,4,0,_2023-12-21-14-59-09.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_145918_20231221_07_04_00_yoshinari,一旦フレームアウト　ガッツリ接近,,C0141.MP4,C0128.MP4
7,yoshinari,4,1,_2023-12-21-15-03-04.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_150318_20231221_07_04_01_yoshinari,完全フレームアウト,削除済み,C0142.MP4,C0129.MP4
7,yoshinari,4,3,_2023-12-21-15-06-38.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_150651_20231221_07_04_03_yoshinari,途中からとれてる状態（5mないかも）,,C0143.MP4,C0130.MP4
7,yoshinari,2,0,_2023-12-21-15-13-26.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_151335_20231221_07_02_00_yoshinari,エレベータすぎでフレームアウト,,C0144.MP4,C0131.MP4
7,yoshinari,2,1,_2023-12-21-15-15-52.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_151603_20231221_07_02_01_yoshinari,台車動かず,削除済み,C0145.MP4,C0132.MP4
7,yoshinari,2,2,_2023-12-21-15-19-03.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_151914_20231221_07_02_02_yoshinari,振り向くのやめちゃった,削除済み,C0146.MP4,C0133.MP4
7,yoshinari,2,3,_2023-12-21-15-21-18.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_152127_20231221_07_02_03_yoshinari,ちらちら見えた程度,削除済み,C0147.MP4,C0134.MP4
7,yoshinari,2,4,_2023-12-21-15-24-08.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_152419_20231221_07_02_04_yoshinari,振り向けず,削除済み,C0148.MP4,C0135.MP4
